SampleName,StartDate,EndDate
Maxson Operations Data (06-01-2024),6/1/2024,6/1/2025

SampleNumber,SampleName1,SampledDate,Parameter,SWPPRCalc,ReportedResult,Qual,Unit
MX24JUN02-01-001,Maxson Operations Data (06-02-2024),6/2/2024,pH - Effluent (Max),7.30,7.30,,pH Units
MX24JUN02-01-001,Maxson Operations Data (06-02-2024),6/2/2024,pH - Effluent (Min),7.13,7.13,,pH Units
MX24JUN02-01-001,Maxson Operations Data (06-02-2024),6/2/2024,pH - Influent,6.30,6.30,,pH Units
MX24JUN02-01-001,Maxson Operations Data (06-02-2024),6/2/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUN02-01-001,Maxson Operations Data (06-02-2024),6/2/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUN02-01-001,Maxson Operations Data (06-02-2024),6/2/2024,Rainfall,0.00,0.00,,inch
MX24JUN02-01-001,Maxson Operations Data (06-02-2024),6/2/2024,Temperature - DIG.SDG.,21.70,21.70,,C
MX24JUN02-01-001,Maxson Operations Data (06-02-2024),6/2/2024,Temperature - Effluent,26.20,26.20,,C
MX24JUN02-01-001,Maxson Operations Data (06-02-2024),6/2/2024,Temperature - Influent,24.30,24.30,,C
MX24JUN02-01-001,Maxson Operations Data (06-02-2024),6/2/2024,Temperature - North,26.30,26.30,,C
MX24JUN02-01-001,Maxson Operations Data (06-02-2024),6/2/2024,Wet Cake,,,,Gallons/Day
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,% VOL. RED.,,,,%
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,Cake Dry Tons/Day,,,,Tons/Day
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,Dissolved O2 - North,0.70,0.70,,mg/L
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,"Dissolved Oxygen, Effluent",3.70,3.70,,mg/L
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,"Dissolved Oxygen, Influent",0.60,0.60,,mg/L
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,"Flow(MAX), Influent",,,,MGD
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,"Flow, Effluent",0.00,0.00,,MGD
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,"Flow, Influent",96.00,96.00,,MGD
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,Hours Bypassed,0.00,0.00,,
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,Peracetic Acid,0.00,0.00,,ppm
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,pH - Effluent (Max),7.16,7.16,,pH Units
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,pH - Effluent (Min),7.04,7.04,,pH Units
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,pH - Influent,6.29,6.29,,pH Units
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,Rainfall,83.70,83.70,,inch
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,Temperature - DIG.SDG.,21.70,21.70,,C
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,Temperature - Effluent,25.90,25.90,,C
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,Temperature - Influent,24.80,24.80,,C
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,Temperature - North,26.70,26.70,,C
MX24JUN03-01-001,Maxson Operations Data (06-03-2024),6/3/2024,Wet Cake,,,,Gallons/Day
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,% VOL. RED.,,,,%
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,Cake Dry Tons/Day,,,,Tons/Day
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,Dissolved O2 - North,1.30,1.30,,mg/L
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,"Dissolved Oxygen, Effluent",3.10,3.10,,mg/L
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,"Dissolved Oxygen, Influent",0.40,0.40,,mg/L
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,"Flow(MAX), Influent",94.80,94.80,,MGD
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,"Flow, Effluent",,,,MGD
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,"Flow, Influent",79.70,79.70,,MGD
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,Hours Bypassed,0.00,0.00,,
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,Peracetic Acid,0.06,0.06,,ppm
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,pH - Effluent (Max),7.01,7.01,,pH Units
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,pH - Effluent (Min),6.78,6.78,,pH Units
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,pH - Influent,5.79,5.79,,pH Units
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,Rainfall,0.04,0.04,,inch
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,Temperature - DIG.SDG.,21.70,21.70,,C
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,Temperature - Effluent,25.50,25.50,,C
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,Temperature - Influent,24.80,24.80,,C
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,Temperature - North,26.30,26.30,,C
MX24JUN04-01-001,Maxson Operations Data (06-04-2024),6/4/2024,Wet Cake,,,,Gallons/Day
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,% VOL. RED.,,,,%
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,Cake Dry Tons/Day,,,,Tons/Day
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,Dissolved O2 - North,4.40,4.40,,mg/L
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,"Dissolved Oxygen, Effluent",4.30,4.30,,mg/L
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,"Dissolved Oxygen, Influent",0.40,0.40,,mg/L
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,"Flow(MAX), Influent",101.00,101.00,,MGD
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,"Flow, Effluent",,,,MGD
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,"Flow, Influent",81.10,81.10,,MGD
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,Hours Bypassed,0.00,0.00,,
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,Peracetic Acid,0.09,0.09,,ppm
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,pH - Effluent (Max),7.03,7.03,,pH Units
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,pH - Effluent (Min),6.92,6.92,,pH Units
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,pH - Influent,6.14,6.14,,pH Units
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,Rainfall,0.09,0.09,,inch
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,Temperature - DIG.SDG.,21.70,21.70,,C
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,Temperature - Effluent,25.30,25.30,,C
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,Temperature - Influent,25.10,25.10,,C
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,Temperature - North,26.40,26.40,,C
MX24JUN05-01-001,Maxson Operations Data (06-05-2024),6/5/2024,Wet Cake,,,,Gallons/Day
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,% VOL. RED.,,,,%
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,Cake Dry Tons/Day,,,,Tons/Day
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,Dissolved O2 - North,3.20,3.20,,mg/L
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,"Dissolved Oxygen, Effluent",3.60,3.60,,mg/L
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,"Dissolved Oxygen, Influent",0.40,0.40,,mg/L
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,"Flow(MAX), Influent",97.50,97.50,,MGD
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,"Flow, Effluent",,,,MGD
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,"Flow, Influent",80.10,80.10,,MGD
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,Hours Bypassed,0.00,0.00,,
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,Peracetic Acid,0.01,0.01,,ppm
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,pH - Effluent (Max),7.24,7.24,,pH Units
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,pH - Effluent (Min),6.97,6.97,,pH Units
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,pH - Influent,6.27,6.27,,pH Units
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,Rainfall,0.01,0.01,,inch
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,Temperature - DIG.SDG.,21.70,21.70,,C
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,Temperature - Effluent,26.10,26.10,,C
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,Temperature - Influent,25.60,25.60,,C
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,Temperature - North,26.80,26.80,,C
MX24JUN06-01-001,Maxson Operations Data (06-06-2024),6/6/2024,Wet Cake,,,,Gallons/Day
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,% VOL. RED.,,,,%
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,Cake Dry Tons/Day,,,,Tons/Day
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,Dissolved O2 - North,5.00,5.00,,mg/L
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,"Dissolved Oxygen, Effluent",4.40,4.40,,mg/L
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,"Dissolved Oxygen, Influent",0.70,0.70,,mg/L
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,"Flow(MAX), Influent",85.80,85.80,,MGD
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,"Flow, Effluent",,,,MGD
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,"Flow, Influent",78.60,78.60,,MGD
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,Hours Bypassed,0.00,0.00,,
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,Peracetic Acid,0.00,0.00,,ppm
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,pH - Effluent (Max),7.31,7.31,,pH Units
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,pH - Effluent (Min),7.04,7.04,,pH Units
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,pH - Influent,5.93,5.93,,pH Units
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,Rainfall,0.00,0.00,,inch
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,Temperature - DIG.SDG.,21.70,21.70,,C
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,Temperature - Effluent,26.10,26.10,,C
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,Temperature - Influent,24.70,24.70,,C
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,Temperature - North,26.90,26.90,,C
MX24JUN07-01-001,Maxson Operations Data (06-07-2024),6/7/2024,Wet Cake,,,,Gallons/Day
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,% VOL. RED.,,,,%
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,Cake Dry Tons/Day,,,,Tons/Day
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,Dissolved O2 - North,6.00,6.00,,mg/L
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,"Dissolved Oxygen, Effluent",3.72,3.72,,mg/L
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,"Dissolved Oxygen, Influent",0.21,0.21,,mg/L
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,"Flow(MAX), Influent",89.40,89.40,,MGD
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,"Flow, Effluent",,,,MGD
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,"Flow, Influent",76.60,76.60,,MGD
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,Hours Bypassed,0.00,0.00,,
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,Peracetic Acid,0.00,0.00,,ppm
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,pH - Effluent (Max),7.07,7.07,,pH Units
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,pH - Effluent (Min),7.04,7.04,,pH Units
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,pH - Influent,6.06,6.06,,pH Units
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,Rainfall,0.03,0.03,,inch
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,Temperature - DIG.SDG.,21.70,21.70,,C
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,Temperature - Effluent,24.90,24.90,,C
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,Temperature - Influent,24.40,24.40,,C
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,Temperature - North,25.10,25.10,,C
MX24JUN08-01-001,Maxson Operations Data (06-08-2024),6/8/2024,Wet Cake,,,,Gallons/Day
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,% VOL. RED.,,,,%
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,Cake Dry Tons/Day,,,,Tons/Day
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,Dissolved O2 - North,2.20,2.20,,mg/L
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,"Dissolved Oxygen, Effluent",3.85,3.85,,mg/L
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,"Dissolved Oxygen, Influent",0.60,0.60,,mg/L
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,"Flow(MAX), Influent",92.70,92.70,,MGD
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,"Flow, Effluent",,,,MGD
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,"Flow, Influent",75.70,75.70,,MGD
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,Hours Bypassed,0.00,0.00,,
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,Peracetic Acid,0.00,0.00,,ppm
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,pH - Effluent (Max),7.11,7.11,,pH Units
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,pH - Effluent (Min),7.05,7.05,,pH Units
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,pH - Influent,6.16,6.16,,pH Units
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,Rainfall,0.03,0.03,,inch
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,Temperature - DIG.SDG.,21.70,21.70,,C
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,Temperature - Effluent,27.10,27.10,,C
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,Temperature - Influent,25.60,25.60,,C
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,Temperature - North,7.10,7.10,,C
MX24JUN09-01-001,Maxson Operations Data (06-09-2024),6/9/2024,Wet Cake,,,,Gallons/Day
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,% VOL. RED.,,,,%
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,Cake Dry Tons/Day,,,,Tons/Day
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,Dissolved O2 - North,1.00,1.00,,mg/L
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,"Dissolved Oxygen, Effluent",3.18,3.18,,mg/L
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,"Dissolved Oxygen, Influent",0.20,0.20,,mg/L
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,"Flow(MAX), Influent",95.50,95.50,,MGD
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,"Flow, Effluent",,,,MGD
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,"Flow, Influent",75.80,75.80,,MGD
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,Hours Bypassed,0.00,0.00,,
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,Peracetic Acid,0.00,0.00,,ppm
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,pH - Effluent (Max),7.11,7.11,,pH Units
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,pH - Effluent (Min),7.02,7.02,,pH Units
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,pH - Influent,6.18,6.18,,pH Units
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,Rainfall,T,T,,inch
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,Temperature - DIG.SDG.,21.70,21.70,,C
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,Temperature - Effluent,26.20,26.20,,C
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,Temperature - Influent,25.30,25.30,,C
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,Temperature - North,26.70,26.70,,C
MX24JUN10-01-001,Maxson Operations Data (06-10-2024),6/10/2024,Wet Cake,,,,Gallons/Day
MX24JUN11-01-001,Maxson Operations Data (06-11-2024),6/11/2024,% VOL. RED.,,,,%
MX24JUN11-01-001,Maxson Operations Data (06-11-2024),6/11/2024,Cake Dry Tons/Day,,,,Tons/Day
MX24JUN11-01-001,Maxson Operations Data (06-11-2024),6/11/2024,Dissolved O2 - North,1.50,1.50,,mg/L
MX24JUN11-01-001,Maxson Operations Data (06-11-2024),6/11/2024,"Dissolved Oxygen, Effluent",1.80,1.80,,mg/L
MX24JUN11-01-001,Maxson Operations Data (06-11-2024),6/11/2024,"Dissolved Oxygen, Influent",0.30,0.30,,mg/L
MX24JUN11-01-001,Maxson Operations Data (06-11-2024),6/11/2024,"Flow(MAX), Influent",92.50,92.50,,MGD
MX24JUN11-01-001,Maxson Operations Data (06-11-2024),6/11/2024,"Flow, Effluent",,,,MGD
MX24JUN11-01-001,Maxson Operations Data (06-11-2024),6/11/2024,"Flow, Influent",76.50,76.50,,MGD
MX24JUN11-01-001,Maxson Operations Data (06-11-2024),6/11/2024,Hours Bypassed,0.00,0.00,,
MX24JUN11-01-001,Maxson Operations Data (06-11-2024),6/11/2024,Peracetic Acid,0.00,0.00,,ppm
MX24JUN11-01-001,Maxson Operations Data (06-11-2024),6/11/2024,pH - Effluent (Max),7.16,7.16,,pH Units
MX24JUN11-01-001,Maxson Operations Data (06-11-2024),6/11/2024,pH - Effluent (Min),7.02,7.02,,pH Units
MX24JUN11-01-001,Maxson Operations Data (06-11-2024),6/11/2024,pH - Influent,6.04,6.04,,pH Units
MX24JUN11-01-001,Maxson Operations Data (06-11-2024),6/11/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUN11-01-001,Maxson Operations Data (06-11-2024),6/11/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUN11-01-001,Maxson Operations Data (06-11-2024),6/11/2024,Rainfall,0.00,0.00,,inch
MX24JUN11-01-001,Maxson Operations Data (06-11-2024),6/11/2024,Temperature - DIG.SDG.,21.70,21.70,,C
MX24JUN11-01-001,Maxson Operations Data (06-11-2024),6/11/2024,Temperature - Effluent,25.80,25.80,,C
