SampleName,StartDate,EndDate
TEM Primary Effluent (06-01-2024),6/1/2024,6/1/2025

SampleNumber,SampleName1,SampledDate,Parameter,SWPPRCalc,ReportedResult,Qual,Unit
ST24JUN25-01-022 ,TEM Primary Effluent (06-24-2024),6/24/2024,pH,6.23,6.23,,pH Units
ST24JUN25-01-022 ,TEM Primary Effluent (06-24-2024),6/24/2024,% Volatile Suspended Solids,91,91,,%
ST24JUN25-01-022 ,TEM Primary Effluent (06-24-2024),6/24/2024,Total Suspended Solids,565,565,,mg/L
ST24JUN25-01-022 ,TEM Primary Effluent (06-24-2024),6/24/2024,TSS - Change in Wt,4.42,4.42,,%
ST24JUN25-01-022 ,TEM Primary Effluent (06-24-2024),6/24/2024,Volatile Suspended Solids,515,515,,mg/L
ST24JUN25-01-022 ,TEM Primary Effluent (06-24-2024),6/24/2024,pH,6.43,6.43,,pH Units
ST24JUN25-01-022 ,TEM Primary Effluent (06-24-2024),6/24/2024,Soluble BOD,583,583,,mg/L
ST24JUN26-02-022 ,TEM Primary Effluent (06-25-2024),6/25/2024,% Volatile Suspended Solids,87,87,,%
ST24JUN26-02-022 ,TEM Primary Effluent (06-25-2024),6/25/2024,Total Suspended Solids,637,637,,mg/L
ST24JUN26-02-022 ,TEM Primary Effluent (06-25-2024),6/25/2024,TSS - Change in Wt,0.52,0.52,,%
ST24JUN26-02-022 ,TEM Primary Effluent (06-25-2024),6/25/2024,Volatile Suspended Solids,557,557,,mg/L
ST24JUN26-02-022 ,TEM Primary Effluent (06-25-2024),6/25/2024,Biochemical Oxygen Demand,776,776,,mg/L
ST24JUN26-02-022 ,TEM Primary Effluent (06-25-2024),6/25/2024,pH,6.22,6.22,,pH Units
ST24JUN26-02-022 ,TEM Primary Effluent (06-25-2024),6/25/2024,pH,6.69,6.69,,pH Units
ST24JUN26-02-022 ,TEM Primary Effluent (06-25-2024),6/25/2024,Soluble BOD,400,400,,mg/L
ST24JUN27-01-022 ,TEM Primary Effluent (06-26-2024),6/26/2024,% Volatile Suspended Solids,90,90,,%
ST24JUN27-01-022 ,TEM Primary Effluent (06-26-2024),6/26/2024,Total Suspended Solids,733,733,,mg/L
ST24JUN27-01-022 ,TEM Primary Effluent (06-26-2024),6/26/2024,TSS - Change in Wt,1.82,1.82,,%
ST24JUN27-01-022 ,TEM Primary Effluent (06-26-2024),6/26/2024,Volatile Suspended Solids,663,663,,mg/L
ST24JUN27-01-022 ,TEM Primary Effluent (06-26-2024),6/26/2024,Biochemical Oxygen Demand,761,761,,mg/L
ST24JUN27-01-022 ,TEM Primary Effluent (06-26-2024),6/26/2024,pH,6.12,6.12,,pH Units
ST24JUN27-01-022 ,TEM Primary Effluent (06-26-2024),6/26/2024,pH,6.61,6.61,,pH Units
ST24JUN27-01-022 ,TEM Primary Effluent (06-26-2024),6/26/2024,Soluble BOD,429,429,,mg/L
ST24JUN28-01-022 ,TEM Primary Effluent (06-27-2024),6/27/2024,Biochemical Oxygen Demand,648,648,,mg/L
ST24JUN28-01-022 ,TEM Primary Effluent (06-27-2024),6/27/2024,pH,6.31,6.31,,pH Units
ST24JUN28-01-022 ,TEM Primary Effluent (06-27-2024),6/27/2024,% Volatile Suspended Solids,86,86,,%
ST24JUN28-01-022 ,TEM Primary Effluent (06-27-2024),6/27/2024,Total Suspended Solids,660,660,,mg/L
ST24JUN28-01-022 ,TEM Primary Effluent (06-27-2024),6/27/2024,TSS - Change in Wt,1.01,1.01,,%
ST24JUN28-01-022 ,TEM Primary Effluent (06-27-2024),6/27/2024,Volatile Suspended Solids,567,567,,mg/L
ST24JUN28-01-022 ,TEM Primary Effluent (06-27-2024),6/27/2024,pH,6.73,6.73,,pH Units
ST24JUN28-01-022 ,TEM Primary Effluent (06-27-2024),6/27/2024,Soluble BOD,393,393,,mg/L
ST24JUN29-02-021 ,TEM Primary Effluent (06-28-2024),6/28/2024,% Volatile Suspended Solids,84,84,,%
ST24JUN29-02-021 ,TEM Primary Effluent (06-28-2024),6/28/2024,Total Suspended Solids,625,625,,mg/L
ST24JUN29-02-021 ,TEM Primary Effluent (06-28-2024),6/28/2024,TSS - Change in Wt,0.80,0.80,,%
ST24JUN29-02-021 ,TEM Primary Effluent (06-28-2024),6/28/2024,Volatile Suspended Solids,525,525,,mg/L
ST24JUN29-02-021 ,TEM Primary Effluent (06-28-2024),6/28/2024,Biochemical Oxygen Demand,834,834,,mg/L
ST24JUN29-02-021 ,TEM Primary Effluent (06-28-2024),6/28/2024,pH,6.23,6.23,,pH Units
ST24JUN29-02-021 ,TEM Primary Effluent (06-28-2024),6/28/2024,pH,6.53,6.53,,pH Units
ST24JUN29-02-021 ,TEM Primary Effluent (06-28-2024),6/28/2024,Soluble BOD,528,528,,mg/L
ST24JUN30-02-021 ,TEM Primary Effluent (06-29-2024),6/29/2024,% Volatile Suspended Solids,84,84,,%
ST24JUN30-02-021 ,TEM Primary Effluent (06-29-2024),6/29/2024,Total Suspended Solids,458,458,,mg/L
ST24JUN30-02-021 ,TEM Primary Effluent (06-29-2024),6/29/2024,TSS - Change in Wt,2.73,2.73,,%
ST24JUN30-02-021 ,TEM Primary Effluent (06-29-2024),6/29/2024,Volatile Suspended Solids,383,383,,mg/L
ST24JUN30-02-021 ,TEM Primary Effluent (06-29-2024),6/29/2024,Biochemical Oxygen Demand,736,736,,mg/L
ST24JUN30-02-021 ,TEM Primary Effluent (06-29-2024),6/29/2024,pH,6.21,6.21,,pH Units
ST24JUN30-02-021 ,TEM Primary Effluent (06-29-2024),6/29/2024,pH,6.55,6.55,,pH Units
ST24JUN30-02-021 ,TEM Primary Effluent (06-29-2024),6/29/2024,Soluble BOD,464,464,,mg/L
ST24JUL01-06-022 ,TEM Primary Effluent (06-30-2024),6/30/2024,Biochemical Oxygen Demand,680,680,,mg/L
ST24JUL01-06-022 ,TEM Primary Effluent (06-30-2024),6/30/2024,pH,6.26,6.26,,pH Units
