SampleName,StartDate,EndDate
TEM Primary Influent (06-01-2024),6/1/2024,6/1/2025

SampleNumber,SampleName1,SampledDate,Parameter,SWPPRCalc,ReportedResult,Qual,Unit
ST24JUN10-01-017 ,TEM Primary Influent (06-09-2024),6/9/2024,Biochemical Oxygen Demand,887,887,,mg/L
ST24JUN10-01-017 ,TEM Primary Influent (06-09-2024),6/9/2024,pH,6.48,6.48,,pH Units
ST24JUN11-01-017 ,TEM Primary Influent (06-10-2024),6/10/2024,Total Suspended Solids,1150,1150,,mg/L
ST24JUN11-01-017 ,TEM Primary Influent (06-10-2024),6/10/2024,TSS - Change in Wt,0.00,0,,%
ST24JUN12-02-017 ,TEM Primary Influent (06-11-2024),6/11/2024,Total Suspended Solids,1110,1110,,mg/L
ST24JUN12-02-017 ,TEM Primary Influent (06-11-2024),6/11/2024,TSS - Change in Wt,0.00,0,,%
ST24JUN12-02-017 ,TEM Primary Influent (06-11-2024),6/11/2024,Biochemical Oxygen Demand,709,709,,mg/L
ST24JUN12-02-017 ,TEM Primary Influent (06-11-2024),6/11/2024,pH,6.39,6.39,,pH Units
ST24JUN13-01-017 ,TEM Primary Influent (06-12-2024),6/12/2024,Total Suspended Solids,1227,1227,,mg/L
ST24JUN13-01-017 ,TEM Primary Influent (06-12-2024),6/12/2024,TSS - Change in Wt,0.94,0.94,,%
ST24JUN13-01-017 ,TEM Primary Influent (06-12-2024),6/12/2024,Biochemical Oxygen Demand,690,690,,mg/L
ST24JUN13-01-017 ,TEM Primary Influent (06-12-2024),6/12/2024,pH,6.33,6.33,,pH Units
ST24JUN14-01-017 ,TEM Primary Influent (06-13-2024),6/13/2024,Total Suspended Solids,688,688,,mg/L
ST24JUN14-01-017 ,TEM Primary Influent (06-13-2024),6/13/2024,TSS - Change in Wt,0.58,0.58,,%
ST24JUN14-01-017 ,TEM Primary Influent (06-13-2024),6/13/2024,Biochemical Oxygen Demand,640,640,,mg/L
ST24JUN14-01-017 ,TEM Primary Influent (06-13-2024),6/13/2024,pH,6.44,6.44,,pH Units
ST24JUN15-02-017 ,TEM Primary Influent (06-14-2024),6/14/2024,Total Suspended Solids,584,584,,mg/L
ST24JUN15-02-017 ,TEM Primary Influent (06-14-2024),6/14/2024,TSS - Change in Wt,2.05,2.05,,%
ST24JUN16-02-017 ,TEM Primary Influent (06-15-2024),6/15/2024,Total Suspended Solids,721,721,,mg/L
ST24JUN16-02-017 ,TEM Primary Influent (06-15-2024),6/15/2024,TSS - Change in Wt,0.14,0.14,,%
ST24JUN17-01-017 ,TEM Primary Influent (06-16-2024),6/16/2024,Total Suspended Solids,633,633,,mg/L
ST24JUN17-01-017 ,TEM Primary Influent (06-16-2024),6/16/2024,TSS - Change in Wt,1.05,1.05,,%
ST24JUN17-01-017 ,TEM Primary Influent (06-16-2024),6/16/2024,Biochemical Oxygen Demand,827,827,,mg/L
ST24JUN17-01-017 ,TEM Primary Influent (06-16-2024),6/16/2024,pH,6.37,6.37,,pH Units
ST24JUN18-01-017 ,TEM Primary Influent (06-17-2024),6/17/2024,Total Suspended Solids,558,558,,mg/L
ST24JUN18-01-017 ,TEM Primary Influent (06-17-2024),6/17/2024,TSS - Change in Wt,0.45,0.45,,%
ST24JUN18-01-017 ,TEM Primary Influent (06-17-2024),6/17/2024,Biochemical Oxygen Demand,570,570,,mg/L
ST24JUN18-01-017 ,TEM Primary Influent (06-17-2024),6/17/2024,pH,6.38,6.38,,pH Units
ST24JUN19-01-017 ,TEM Primary Influent (06-18-2024),6/18/2024,Total Suspended Solids,854,854,,mg/L
ST24JUN19-01-017 ,TEM Primary Influent (06-18-2024),6/18/2024,TSS - Change in Wt,0.23,0.23,,%
ST24JUN20-01-017 ,TEM Primary Influent (06-19-2024),6/19/2024,Total Suspended Solids,577,577,,mg/L
ST24JUN20-01-017 ,TEM Primary Influent (06-19-2024),6/19/2024,TSS - Change in Wt,1.16,1.16,,%
ST24JUN20-01-017 ,TEM Primary Influent (06-19-2024),6/19/2024,Biochemical Oxygen Demand,729,729,,mg/L
ST24JUN20-01-017 ,TEM Primary Influent (06-19-2024),6/19/2024,pH,6.43,6.43,,pH Units
ST24JUN21-01-017 ,TEM Primary Influent (06-20-2024),6/20/2024,Total Suspended Solids,675,675,,mg/L
ST24JUN21-01-017 ,TEM Primary Influent (06-20-2024),6/20/2024,TSS - Change in Wt,2.22,2.22,,%
ST24JUN21-01-017 ,TEM Primary Influent (06-20-2024),6/20/2024,Biochemical Oxygen Demand,722,722,,mg/L
ST24JUN21-01-017 ,TEM Primary Influent (06-20-2024),6/20/2024,pH,6.30,6.30,,pH Units
ST24JUN22-02-017 ,TEM Primary Influent (06-21-2024),6/21/2024,Total Suspended Solids,540,540,,mg/L
ST24JUN22-02-017 ,TEM Primary Influent (06-21-2024),6/21/2024,TSS - Change in Wt,1.23,1.23,,%
ST24JUN23-02-017 ,TEM Primary Influent (06-22-2024),6/22/2024,Total Suspended Solids,505,505,,mg/L
ST24JUN23-02-017 ,TEM Primary Influent (06-22-2024),6/22/2024,TSS - Change in Wt,1.98,1.98,,%
ST24JUN24-01-017 ,TEM Primary Influent (06-23-2024),6/23/2024,Total Suspended Solids,475,475,,mg/L
ST24JUN24-01-017 ,TEM Primary Influent (06-23-2024),6/23/2024,TSS - Change in Wt,3.16,3.16,,%
ST24JUN24-01-017 ,TEM Primary Influent (06-23-2024),6/23/2024,Biochemical Oxygen Demand,594,594,,mg/L
ST24JUN24-01-017 ,TEM Primary Influent (06-23-2024),6/23/2024,pH,6.48,6.48,,pH Units
ST24JUN25-01-017 ,TEM Primary Influent (06-24-2024),6/24/2024,Total Suspended Solids,797,797,,mg/L
ST24JUN25-01-017 ,TEM Primary Influent (06-24-2024),6/24/2024,TSS - Change in Wt,2.09,2.09,,%
ST24JUN25-01-017 ,TEM Primary Influent (06-24-2024),6/24/2024,Biochemical Oxygen Demand,677,677,,mg/L
ST24JUN25-01-017 ,TEM Primary Influent (06-24-2024),6/24/2024,pH,6.40,6.40,,pH Units
ST24JUN26-02-017 ,TEM Primary Influent (06-25-2024),6/25/2024,Total Suspended Solids,605,605,,mg/L
ST24JUN26-02-017 ,TEM Primary Influent (06-25-2024),6/25/2024,TSS - Change in Wt,1.65,1.65,,%
ST24JUN26-02-017 ,TEM Primary Influent (06-25-2024),6/25/2024,Biochemical Oxygen Demand,802,802,,mg/L
ST24JUN26-02-017 ,TEM Primary Influent (06-25-2024),6/25/2024,pH,6.22,6.22,,pH Units
ST24JUN27-01-017 ,TEM Primary Influent (06-26-2024),6/26/2024,Total Suspended Solids,917,917,,mg/L
ST24JUN27-01-017 ,TEM Primary Influent (06-26-2024),6/26/2024,TSS - Change in Wt,2.55,2.55,,%
ST24JUN27-01-017 ,TEM Primary Influent (06-26-2024),6/26/2024,Biochemical Oxygen Demand,751,751,,mg/L
ST24JUN27-01-017 ,TEM Primary Influent (06-26-2024),6/26/2024,pH,6.28,6.28,,pH Units
ST24JUN28-01-017 ,TEM Primary Influent (06-27-2024),6/27/2024,Total Suspended Solids,783,783,,mg/L
ST24JUN28-01-017 ,TEM Primary Influent (06-27-2024),6/27/2024,TSS - Change in Wt,0.43,0.43,,%
ST24JUN28-01-017 ,TEM Primary Influent (06-27-2024),6/27/2024,Biochemical Oxygen Demand,810,810,,mg/L
ST24JUN28-01-017 ,TEM Primary Influent (06-27-2024),6/27/2024,pH,6.34,6.34,,pH Units
ST24JUN29-02-017 ,TEM Primary Influent (06-28-2024),6/28/2024,Total Suspended Solids,615,615,,mg/L
ST24JUN29-02-017 ,TEM Primary Influent (06-28-2024),6/28/2024,TSS - Change in Wt,4.07,4.07,,%
ST24JUN30-02-017 ,TEM Primary Influent (06-29-2024),6/29/2024,Total Suspended Solids,490,490,,mg/L
ST24JUN30-02-017 ,TEM Primary Influent (06-29-2024),6/29/2024,TSS - Change in Wt,2.04,2.04,,%
ST24JUL01-06-017 ,TEM Primary Influent (06-30-2024),6/30/2024,Total Suspended Solids,473,473,,mg/L
ST24JUL01-06-017 ,TEM Primary Influent (06-30-2024),6/30/2024,TSS - Change in Wt,1.41,1.41,,%
ST24JUL01-06-017 ,TEM Primary Influent (06-30-2024),6/30/2024,Biochemical Oxygen Demand,659,659,,mg/L
ST24JUL01-06-017 ,TEM Primary Influent (06-30-2024),6/30/2024,pH,6.54,6.54,,pH Units
ST24JUL02-01-017 ,TEM Primary Influent (07-01-2024),7/1/2024,Total Suspended Solids,533,533,,mg/L
ST24JUL02-01-017 ,TEM Primary Influent (07-01-2024),7/1/2024,TSS - Change in Wt,1.41,1.41,,%
ST24JUL02-01-017 ,TEM Primary Influent (07-01-2024),7/1/2024,Biochemical Oxygen Demand,447,447,,mg/L
ST24JUL02-01-017 ,TEM Primary Influent (07-01-2024),7/1/2024,pH,6.77,6.77,,pH Units
ST24JUL03-01-017 ,TEM Primary Influent (07-02-2024),7/2/2024,Total Suspended Solids,560,560,,mg/L
ST24JUL03-01-017 ,TEM Primary Influent (07-02-2024),7/2/2024,TSS - Change in Wt,2.14,2.14,,%
ST24JUL03-01-017 ,TEM Primary Influent (07-02-2024),7/2/2024,Biochemical Oxygen Demand,657,657,,mg/L
ST24JUL03-01-017 ,TEM Primary Influent (07-02-2024),7/2/2024,pH,6.17,6.17,,pH Units
ST24JUL04-01-017 ,TEM Primary Influent (07-03-2024),7/3/2024,Total Suspended Solids,622,622,,mg/L
ST24JUL04-01-017 ,TEM Primary Influent (07-03-2024),7/3/2024,TSS - Change in Wt,0.96,0.96,,%
ST24JUL05-01-017 ,TEM Primary Influent (07-04-2024),7/4/2024,Total Suspended Solids,623,623,,mg/L
ST24JUL05-01-017 ,TEM Primary Influent (07-04-2024),7/4/2024,TSS - Change in Wt,3.74,3.74,,%
ST24JUL05-01-017 ,TEM Primary Influent (07-04-2024),7/4/2024,Biochemical Oxygen Demand,759,759,,mg/L
ST24JUL05-01-017 ,TEM Primary Influent (07-04-2024),7/4/2024,pH,6.34,6.34,,pH Units
ST24JUL06-02-017 ,TEM Primary Influent (07-05-2024),7/5/2024,Total Suspended Solids,727,727,,mg/L
ST24JUL06-02-017 ,TEM Primary Influent (07-05-2024),7/5/2024,TSS - Change in Wt,1.83,1.83,,%
ST24JUL07-02-017 ,TEM Primary Influent (07-06-2024),7/6/2024,Total Suspended Solids,780,780,,mg/L
ST24JUL07-02-017 ,TEM Primary Influent (07-06-2024),7/6/2024,TSS - Change in Wt,1.71,1.71,,%
ST24JUL08-01-017 ,TEM Primary Influent (07-07-2024),7/7/2024,Total Suspended Solids,790,790,,mg/L
ST24JUL08-01-017 ,TEM Primary Influent (07-07-2024),7/7/2024,TSS - Change in Wt,4.64,4.64,,%
ST24JUL08-01-017 ,TEM Primary Influent (07-07-2024),7/7/2024,Biochemical Oxygen Demand,644,644,,mg/L
ST24JUL08-01-017 ,TEM Primary Influent (07-07-2024),7/7/2024,pH,6.59,6.59,,pH Units
ST24JUL09-01-017 ,TEM Primary Influent (07-08-2024),7/8/2024,Total Suspended Solids,880,880,,mg/L
ST24JUL09-01-017 ,TEM Primary Influent (07-08-2024),7/8/2024,TSS - Change in Wt,0.00,0,,%
ST24JUL09-01-017 ,TEM Primary Influent (07-08-2024),7/8/2024,Biochemical Oxygen Demand,841,841,,mg/L
ST24JUL09-01-017 ,TEM Primary Influent (07-08-2024),7/8/2024,pH,6.34,6.34,,pH Units
ST24JUL10-01-017 ,TEM Primary Influent (07-09-2024),7/9/2024,Total Suspended Solids,905,905,,mg/L
ST24JUL10-01-017 ,TEM Primary Influent (07-09-2024),7/9/2024,TSS - Change in Wt,2.76,2.76,,%
ST24JUL10-01-017 ,TEM Primary Influent (07-09-2024),7/9/2024,Biochemical Oxygen Demand,778,778,,mg/L
ST24JUL10-01-017 ,TEM Primary Influent (07-09-2024),7/9/2024,pH,6.24,6.24,,pH Units
ST24JUL11-01-017 ,TEM Primary Influent (07-10-2024),7/10/2024,Total Suspended Solids,955,955,,mg/L
ST24JUL11-01-017 ,TEM Primary Influent (07-10-2024),7/10/2024,TSS - Change in Wt,0.52,0.52,,%
ST24JUL11-01-017 ,TEM Primary Influent (07-10-2024),7/10/2024,Biochemical Oxygen Demand,729,729,,mg/L
ST24JUL11-01-017 ,TEM Primary Influent (07-10-2024),7/10/2024,pH,6.37,6.37,,pH Units
ST24JUL12-01-017 ,TEM Primary Influent (07-11-2024),7/11/2024,Total Suspended Solids,887,887,,mg/L
ST24JUL12-01-017 ,TEM Primary Influent (07-11-2024),7/11/2024,TSS - Change in Wt,0.75,0.75,,%
ST24JUL12-01-017 ,TEM Primary Influent (07-11-2024),7/11/2024,Biochemical Oxygen Demand,731,731,,mg/L
ST24JUL12-01-017 ,TEM Primary Influent (07-11-2024),7/11/2024,pH,6.27,6.27,,pH Units
ST24JUL13-02-017 ,TEM Primary Influent (07-12-2024),7/12/2024,Total Suspended Solids,943,943,,mg/L
ST24JUL13-02-017 ,TEM Primary Influent (07-12-2024),7/12/2024,TSS - Change in Wt,1.06,1.06,,%
ST24JUL14-02-017 ,TEM Primary Influent (07-13-2024),7/13/2024,Total Suspended Solids,995,995,,mg/L
ST24JUL14-02-017 ,TEM Primary Influent (07-13-2024),7/13/2024,TSS - Change in Wt,0.50,0.50,,%
ST24JUL15-01-017 ,TEM Primary Influent (07-14-2024),7/14/2024,Total Suspended Solids,900,900,,mg/L
ST24JUL15-01-017 ,TEM Primary Influent (07-14-2024),7/14/2024,TSS - Change in Wt,1.11,1.11,,%
ST24JUL15-01-017 ,TEM Primary Influent (07-14-2024),7/14/2024,Biochemical Oxygen Demand,604,604,,mg/L
ST24JUL15-01-017 ,TEM Primary Influent (07-14-2024),7/14/2024,pH,6.58,6.58,,pH Units
ST24JUL16-01-017 ,TEM Primary Influent (07-15-2024),7/15/2024,Total Suspended Solids,1135,1135,,mg/L
ST24JUL16-01-017 ,TEM Primary Influent (07-15-2024),7/15/2024,TSS - Change in Wt,0.44,0.44,,%
ST24JUL16-01-017 ,TEM Primary Influent (07-15-2024),7/15/2024,Biochemical Oxygen Demand,715,715,,mg/L
ST24JUL16-01-017 ,TEM Primary Influent (07-15-2024),7/15/2024,pH,6.49,6.49,,pH Units
ST24JUL17-02-017 ,TEM Primary Influent (07-16-2024),7/16/2024,Total Suspended Solids,1190,1190,,mg/L
ST24JUL17-02-017 ,TEM Primary Influent (07-16-2024),7/16/2024,TSS - Change in Wt,2.52,2.52,,%
ST24JUL17-02-017 ,TEM Primary Influent (07-16-2024),7/16/2024,Biochemical Oxygen Demand,862,862,,mg/L
ST24JUL17-02-017 ,TEM Primary Influent (07-16-2024),7/16/2024,pH,6.11,6.11,,pH Units
ST24JUL18-01-017 ,TEM Primary Influent (07-17-2024),7/17/2024,Total Suspended Solids,1000,1000,,mg/L
ST24JUL18-01-017 ,TEM Primary Influent (07-17-2024),7/17/2024,TSS - Change in Wt,2.00,2.00,,%
ST24JUL18-01-017 ,TEM Primary Influent (07-17-2024),7/17/2024,Biochemical Oxygen Demand,624,624,,mg/L
ST24JUL18-01-017 ,TEM Primary Influent (07-17-2024),7/17/2024,pH,6.64,6.64,,pH Units
ST24JUL19-01-017 ,TEM Primary Influent (07-18-2024),7/18/2024,Total Suspended Solids,1070,1070,,mg/L
ST24JUL19-01-017 ,TEM Primary Influent (07-18-2024),7/18/2024,TSS - Change in Wt,0.93,0.93,,%
ST24JUL19-01-017 ,TEM Primary Influent (07-18-2024),7/18/2024,Biochemical Oxygen Demand,566,566,,mg/L
ST24JUL19-01-017 ,TEM Primary Influent (07-18-2024),7/18/2024,pH,6.16,6.16,,pH Units
ST24JUL20-02-017 ,TEM Primary Influent (07-19-2024),7/19/2024,Total Suspended Solids,1140,1140,,mg/L
ST24JUL20-02-017 ,TEM Primary Influent (07-19-2024),7/19/2024,TSS - Change in Wt,0.88,0.88,,%
ST24JUL21-02-017 ,TEM Primary Influent (07-20-2024),7/20/2024,Total Suspended Solids,1230,1230,,mg/L
ST24JUL21-02-017 ,TEM Primary Influent (07-20-2024),7/20/2024,TSS - Change in Wt,1.63,1.63,,%
ST24JUL22-01-017 ,TEM Primary Influent (07-21-2024),7/21/2024,Total Suspended Solids,1165,1165,,mg/L
ST24JUL22-01-017 ,TEM Primary Influent (07-21-2024),7/21/2024,TSS - Change in Wt,2.15,2.15,,%
ST24JUL22-01-017 ,TEM Primary Influent (07-21-2024),7/21/2024,Biochemical Oxygen Demand,805,805,,mg/L
ST24JUL22-01-017 ,TEM Primary Influent (07-21-2024),7/21/2024,pH,6.43,6.43,,pH Units
ST24JUL23-01-017 ,TEM Primary Influent (07-22-2024),7/22/2024,Total Suspended Solids,1180,1180,,mg/L
ST24JUL23-01-017 ,TEM Primary Influent (07-22-2024),7/22/2024,TSS - Change in Wt,1.69,1.69,,%
ST24JUL23-01-017 ,TEM Primary Influent (07-22-2024),7/22/2024,Biochemical Oxygen Demand,700,700,,mg/L
ST24JUL23-01-017 ,TEM Primary Influent (07-22-2024),7/22/2024,pH,6.56,6.56,,pH Units
ST24JUL24-01-017 ,TEM Primary Influent (07-23-2024),7/23/2024,Total Suspended Solids,965,965,,mg/L
ST24JUL24-01-017 ,TEM Primary Influent (07-23-2024),7/23/2024,TSS - Change in Wt,1.55,1.55,,%
ST24JUL24-01-017 ,TEM Primary Influent (07-23-2024),7/23/2024,Biochemical Oxygen Demand,719,719,,mg/L
ST24JUL24-01-017 ,TEM Primary Influent (07-23-2024),7/23/2024,pH,6.32,6.32,,pH Units
ST24JUL25-01-017 ,TEM Primary Influent (07-24-2024),7/24/2024,Total Suspended Solids,955,955,,mg/L
ST24JUL25-01-017 ,TEM Primary Influent (07-24-2024),7/24/2024,TSS - Change in Wt,1.57,1.57,,%
ST24JUL25-01-017 ,TEM Primary Influent (07-24-2024),7/24/2024,Biochemical Oxygen Demand,429,429,,mg/L
ST24JUL25-01-017 ,TEM Primary Influent (07-24-2024),7/24/2024,pH,6.47,6.47,,pH Units
ST24JUL26-01-017 ,TEM Primary Influent (07-25-2024),7/25/2024,Total Suspended Solids,1230,1230,,mg/L
ST24JUL26-01-017 ,TEM Primary Influent (07-25-2024),7/25/2024,TSS - Change in Wt,0.00,0,,%
ST24JUL26-01-017 ,TEM Primary Influent (07-25-2024),7/25/2024,Biochemical Oxygen Demand,751,751,,mg/L
ST24JUL26-01-017 ,TEM Primary Influent (07-25-2024),7/25/2024,pH,6.31,6.31,,pH Units
ST24JUL27-02-017 ,TEM Primary Influent (07-26-2024),7/26/2024,Total Suspended Solids,927,927,,mg/L
ST24JUL27-02-017 ,TEM Primary Influent (07-26-2024),7/26/2024,TSS - Change in Wt,3.73,3.73,,%
ST24JUL28-02-017 ,TEM Primary Influent (07-27-2024),7/27/2024,Total Suspended Solids,1140,1140,,mg/L
ST24JUL28-02-017 ,TEM Primary Influent (07-27-2024),7/27/2024,TSS - Change in Wt,1.17,1.17,,%
ST24JUL29-01-017 ,TEM Primary Influent (07-28-2024),7/28/2024,Total Suspended Solids,1290,1290,,mg/L
ST24JUL29-01-017 ,TEM Primary Influent (07-28-2024),7/28/2024,TSS - Change in Wt,0.78,0.78,,%
ST24JUL29-01-017 ,TEM Primary Influent (07-28-2024),7/28/2024,Biochemical Oxygen Demand,660,660,,mg/L
ST24JUL29-01-017 ,TEM Primary Influent (07-28-2024),7/28/2024,pH,6.46,6.46,,pH Units
ST24JUL30-01-017 ,TEM Primary Influent (07-29-2024),7/29/2024,Total Suspended Solids,1050,1050,,mg/L
ST24JUL30-01-017 ,TEM Primary Influent (07-29-2024),7/29/2024,TSS - Change in Wt,0.95,0.95,,%
ST24JUL30-01-017 ,TEM Primary Influent (07-29-2024),7/29/2024,Biochemical Oxygen Demand,359,359,,mg/L
ST24JUL30-01-017 ,TEM Primary Influent (07-29-2024),7/29/2024,pH,6.71,6.71,,pH Units
ST24JUL31-01-017 ,TEM Primary Influent (07-30-2024),7/30/2024,Total Suspended Solids,1180,1180,,mg/L
ST24JUL31-01-017 ,TEM Primary Influent (07-30-2024),7/30/2024,TSS - Change in Wt,2.82,2.82,,%
ST24JUL31-01-017 ,TEM Primary Influent (07-30-2024),7/30/2024,Biochemical Oxygen Demand,489,489,,mg/L
ST24JUL31-01-017 ,TEM Primary Influent (07-30-2024),7/30/2024,pH,6.73,6.73,,pH Units
ST24AUG01-06-017 ,TEM Primary Influent (07-31-2024),7/31/2024,Total Suspended Solids,1042,1042,,mg/L
ST24AUG01-06-017 ,TEM Primary Influent (07-31-2024),7/31/2024,TSS - Change in Wt,0.37,0.37,,%
ST24AUG01-06-017 ,TEM Primary Influent (07-31-2024),7/31/2024,Biochemical Oxygen Demand,385,385,,mg/L
ST24AUG01-06-017 ,TEM Primary Influent (07-31-2024),7/31/2024,pH,6.78,6.78,,pH Units
ST24AUG02-01-017 ,TEM Primary Influent (08-01-2024),8/1/2024,Total Suspended Solids,913,913,,mg/L
ST24AUG02-01-017 ,TEM Primary Influent (08-01-2024),8/1/2024,TSS - Change in Wt,0.27,0.27,,%
ST24AUG02-01-017 ,TEM Primary Influent (08-01-2024),8/1/2024,Biochemical Oxygen Demand,463,463,,mg/L
ST24AUG02-01-017 ,TEM Primary Influent (08-01-2024),8/1/2024,pH,6.94,6.94,,pH Units
ST24AUG03-02-017 ,TEM Primary Influent (08-02-2024),8/2/2024,Total Suspended Solids,1080,1080,,mg/L
ST24AUG03-02-017 ,TEM Primary Influent (08-02-2024),8/2/2024,TSS - Change in Wt,0.00,0,,%
ST24AUG04-02-017 ,TEM Primary Influent (08-03-2024),8/3/2024,Total Suspended Solids,760,760,,mg/L
ST24AUG04-02-017 ,TEM Primary Influent (08-03-2024),8/3/2024,TSS - Change in Wt,0.00,0,,%
ST24AUG05-01-017 ,TEM Primary Influent (08-04-2024),8/4/2024,Total Suspended Solids,540,540,,mg/L
ST24AUG05-01-017 ,TEM Primary Influent (08-04-2024),8/4/2024,TSS - Change in Wt,2.78,2.78,,%
ST24AUG05-01-017 ,TEM Primary Influent (08-04-2024),8/4/2024,Biochemical Oxygen Demand,706,706,,mg/L
ST24AUG05-01-017 ,TEM Primary Influent (08-04-2024),8/4/2024,pH,6.44,6.44,,pH Units
ST24AUG06-01-017 ,TEM Primary Influent (08-05-2024),8/5/2024,Total Suspended Solids,710,710,,mg/L
ST24AUG06-01-017 ,TEM Primary Influent (08-05-2024),8/5/2024,TSS - Change in Wt,1.41,1.41,,%
ST24AUG06-01-017 ,TEM Primary Influent (08-05-2024),8/5/2024,Biochemical Oxygen Demand,702,702,,mg/L
ST24AUG06-01-017 ,TEM Primary Influent (08-05-2024),8/5/2024,pH,6.33,6.33,,pH Units
ST24AUG07-01-017 ,TEM Primary Influent (08-06-2024),8/6/2024,Total Suspended Solids,523,523,,mg/L
ST24AUG07-01-017 ,TEM Primary Influent (08-06-2024),8/6/2024,TSS - Change in Wt,2.39,2.39,,%
ST24AUG07-01-017 ,TEM Primary Influent (08-06-2024),8/6/2024,Biochemical Oxygen Demand,970,970,,mg/L
ST24AUG07-01-017 ,TEM Primary Influent (08-06-2024),8/6/2024,pH,6.20,6.20,,pH Units
ST24AUG08-01-017 ,TEM Primary Influent (08-07-2024),8/7/2024,Total Suspended Solids,468,468,,mg/L
ST24AUG08-01-017 ,TEM Primary Influent (08-07-2024),8/7/2024,TSS - Change in Wt,0.76,0.76,,%
ST24AUG08-01-017 ,TEM Primary Influent (08-07-2024),8/7/2024,Biochemical Oxygen Demand,583,583,,mg/L
ST24AUG08-01-017 ,TEM Primary Influent (08-07-2024),8/7/2024,pH,6.20,6.20,,pH Units
ST24AUG09-01-017 ,TEM Primary Influent (08-08-2024),8/8/2024,Total Suspended Solids,443,443,,mg/L
ST24AUG09-01-017 ,TEM Primary Influent (08-08-2024),8/8/2024,TSS - Change in Wt,0.75,0.75,,%
ST24AUG09-01-017 ,TEM Primary Influent (08-08-2024),8/8/2024,Biochemical Oxygen Demand,754,754,,mg/L
ST24AUG09-01-017 ,TEM Primary Influent (08-08-2024),8/8/2024,pH,6.50,6.50,,pH Units
