SampleName,StartDate,EndDate
TEM Influent (06-01-2024),6/1/2024,6/1/2025

SampleNumber,SampleName1,SampledDate,Parameter,SWPPRCalc,ReportedResult,Qual,Unit
ST24JUN15-02-001,TEM Influent (06-14-2024),6/14/2024,Biochemical Oxygen Demand,706,706,,mg/L
ST24JUN15-02-001,TEM Influent (06-14-2024),6/14/2024,pH,6.47,6.47,,pH Units
ST24JUN15-02-001,TEM Influent (06-14-2024),6/14/2024,% Volatile Suspended Solids,92,92,,%
ST24JUN15-02-001,TEM Influent (06-14-2024),6/14/2024,Total Suspended Solids,584,584,,mg/L
ST24JUN15-02-001,TEM Influent (06-14-2024),6/14/2024,TSS - Change in Wt,0.86,0.86,,%
ST24JUN15-02-001,TEM Influent (06-14-2024),6/14/2024,Volatile Suspended Solids,535,535,,mg/L
ST24JUN15-02-001,TEM Influent (06-14-2024),6/14/2024,Sample Amount,1000,1000,,ml
ST24JUN15-02-001,TEM Influent (06-14-2024),6/14/2024,Settleable Solids,19,19,,ml/L
ST24JUN15-02-001,TEM Influent (06-14-2024),6/14/2024,Sulfur,46.8,46.8,,mg/L
ST24JUN15-02-001,TEM Influent (06-14-2024),6/14/2024,Chemical Oxygen Demand,1610,1610,,mg/L
ST24JUN15-02-001,TEM Influent (06-14-2024),6/14/2024,Volatile Acids,445,445,,mg/L
ST24JUN16-02-001,TEM Influent (06-15-2024),6/15/2024,Biochemical Oxygen Demand,823,823,,mg/L
ST24JUN16-02-001,TEM Influent (06-15-2024),6/15/2024,pH,6.59,6.59,,pH Units
ST24JUN16-02-001,TEM Influent (06-15-2024),6/15/2024,% Volatile Suspended Solids,95,95,,%
ST24JUN16-02-001,TEM Influent (06-15-2024),6/15/2024,Total Suspended Solids,693,693,,mg/L
ST24JUN16-02-001,TEM Influent (06-15-2024),6/15/2024,TSS - Change in Wt,1.01,1.01,,%
ST24JUN16-02-001,TEM Influent (06-15-2024),6/15/2024,Volatile Suspended Solids,659,659,,mg/L
ST24JUN16-02-001,TEM Influent (06-15-2024),6/15/2024,Sample Amount,1000,1000,,ml
ST24JUN16-02-001,TEM Influent (06-15-2024),6/15/2024,Settleable Solids,15,15,,ml/L
ST24JUN16-02-001,TEM Influent (06-15-2024),6/15/2024,Sulfur,36.4,36.4,,mg/L
ST24JUN16-02-001,TEM Influent (06-15-2024),6/15/2024,Chemical Oxygen Demand,1880,1880,,mg/L
ST24JUN16-02-001,TEM Influent (06-15-2024),6/15/2024,Volatile Acids,406,406,,mg/L
ST24JUN17-01-001,TEM Influent (06-16-2024),6/16/2024,Biochemical Oxygen Demand,742,742,,mg/L
ST24JUN17-01-001,TEM Influent (06-16-2024),6/16/2024,pH,6.63,6.63,,pH Units
ST24JUN17-01-001,TEM Influent (06-16-2024),6/16/2024,Sample Amount,1000,1000,,ml
ST24JUN17-01-001,TEM Influent (06-16-2024),6/16/2024,Settleable Solids,14,14,,ml/L
ST24JUN17-01-001,TEM Influent (06-16-2024),6/16/2024,% Volatile Suspended Solids,92,92,,%
ST24JUN17-01-001,TEM Influent (06-16-2024),6/16/2024,Total Suspended Solids,605,605,,mg/L
ST24JUN17-01-001,TEM Influent (06-16-2024),6/16/2024,TSS - Change in Wt,1.32,1.32,,%
ST24JUN17-01-001,TEM Influent (06-16-2024),6/16/2024,Volatile Suspended Solids,556,556,,mg/L
ST24JUN17-01-001,TEM Influent (06-16-2024),6/16/2024,Sulfur,36.5,36.5,,mg/L
ST24JUN17-01-001,TEM Influent (06-16-2024),6/16/2024,Chemical Oxygen Demand,1620,1620,,mg/L
ST24JUN17-01-001,TEM Influent (06-16-2024),6/16/2024,Volatile Acids,362,362,,mg/L
ST24JUN18-01-001,TEM Influent (06-17-2024),6/17/2024,Biochemical Oxygen Demand,639,639,,mg/L
ST24JUN18-01-001,TEM Influent (06-17-2024),6/17/2024,pH,6.42,6.42,,pH Units
ST24JUN18-01-001,TEM Influent (06-17-2024),6/17/2024,Sample Amount,1000,1000,,ml
ST24JUN18-01-001,TEM Influent (06-17-2024),6/17/2024,Settleable Solids,13,13,,ml/L
ST24JUN18-01-001,TEM Influent (06-17-2024),6/17/2024,% Volatile Suspended Solids,88,88,,%
ST24JUN18-01-001,TEM Influent (06-17-2024),6/17/2024,Total Suspended Solids,500,500,,mg/L
ST24JUN18-01-001,TEM Influent (06-17-2024),6/17/2024,TSS - Change in Wt,1.07,1.07,,%
ST24JUN18-01-001,TEM Influent (06-17-2024),6/17/2024,Volatile Suspended Solids,441,441,,mg/L
ST24JUN18-01-001,TEM Influent (06-17-2024),6/17/2024,Sulfur,36,36,,mg/L
ST24JUN18-01-001,TEM Influent (06-17-2024),6/17/2024,Chemical Oxygen Demand,1390,1390,,mg/L
ST24JUN18-01-001,TEM Influent (06-17-2024),6/17/2024,Volatile Acids,162,162,,mg/L
ST24JUN19-01-001,TEM Influent (06-18-2024),6/18/2024,Biochemical Oxygen Demand,847,847,,mg/L
ST24JUN19-01-001,TEM Influent (06-18-2024),6/18/2024,pH,6.77,6.77,,pH Units
ST24JUN19-01-001,TEM Influent (06-18-2024),6/18/2024,% Volatile Suspended Solids,72,72,,%
ST24JUN19-01-001,TEM Influent (06-18-2024),6/18/2024,Total Suspended Solids,957,957,,mg/L
ST24JUN19-01-001,TEM Influent (06-18-2024),6/18/2024,TSS - Change in Wt,1.15,1.15,,%
ST24JUN19-01-001,TEM Influent (06-18-2024),6/18/2024,Volatile Suspended Solids,687,687,,mg/L
ST24JUN19-01-001,TEM Influent (06-18-2024),6/18/2024,Sample Amount,1000,1000,,ml
ST24JUN19-01-001,TEM Influent (06-18-2024),6/18/2024,Settleable Solids,20,20,,ml/L
ST24JUN19-01-001,TEM Influent (06-18-2024),6/18/2024,Sulfur,55.9,55.9,,mg/L
ST24JUN19-01-001,TEM Influent (06-18-2024),6/18/2024,Chemical Oxygen Demand,1870,1870,,mg/L
ST24JUN19-01-001,TEM Influent (06-18-2024),6/18/2024,Volatile Acids,168,168,,mg/L
ST24JUN20-01-001,TEM Influent (06-19-2024),6/19/2024,Biochemical Oxygen Demand,688,688,,mg/L
ST24JUN20-01-001,TEM Influent (06-19-2024),6/19/2024,pH,7.39,7.39,,pH Units
ST24JUN20-01-001,TEM Influent (06-19-2024),6/19/2024,% Volatile Suspended Solids,90,90,,%
ST24JUN20-01-001,TEM Influent (06-19-2024),6/19/2024,Total Suspended Solids,432,432,,mg/L
ST24JUN20-01-001,TEM Influent (06-19-2024),6/19/2024,TSS - Change in Wt,1.39,1.39,,%
ST24JUN20-01-001,TEM Influent (06-19-2024),6/19/2024,Volatile Suspended Solids,388,388,,mg/L
ST24JUN20-01-001,TEM Influent (06-19-2024),6/19/2024,Sample Amount,1000,1000,,ml
ST24JUN20-01-001,TEM Influent (06-19-2024),6/19/2024,Settleable Solids,12,12,,ml/L
ST24JUN20-01-001,TEM Influent (06-19-2024),6/19/2024,Sulfur,35.8,35.8,,mg/L
ST24JUN20-01-001,TEM Influent (06-19-2024),6/19/2024,Chemical Oxygen Demand,1520,1520,,mg/L
ST24JUN20-01-001,TEM Influent (06-19-2024),6/19/2024,Volatile Acids,282,282,,mg/L
ST24JUN21-01-001,TEM Influent (06-20-2024),6/20/2024,Biochemical Oxygen Demand,711,711,,mg/L
ST24JUN21-01-001,TEM Influent (06-20-2024),6/20/2024,pH,6.35,6.35,,pH Units
ST24JUN21-01-001,TEM Influent (06-20-2024),6/20/2024,Sample Amount,1000,1000,,ml
ST24JUN21-01-001,TEM Influent (06-20-2024),6/20/2024,Settleable Solids,14,14,,ml/L
ST24JUN21-01-001,TEM Influent (06-20-2024),6/20/2024,% Volatile Suspended Solids,86,86,,%
ST24JUN21-01-001,TEM Influent (06-20-2024),6/20/2024,Total Suspended Solids,610,610,,mg/L
ST24JUN21-01-001,TEM Influent (06-20-2024),6/20/2024,TSS - Change in Wt,0.11,0.11,,%
ST24JUN21-01-001,TEM Influent (06-20-2024),6/20/2024,Volatile Suspended Solids,523,523,,mg/L
ST24JUN21-01-001,TEM Influent (06-20-2024),6/20/2024,Sulfur,40.3,40.3,,mg/L
ST24JUN21-01-001,TEM Influent (06-20-2024),6/20/2024,Chemical Oxygen Demand,1740,1740,,mg/L
ST24JUN21-01-001,TEM Influent (06-20-2024),6/20/2024,Volatile Acids,302,302,,mg/L
ST24JUN22-02-001,TEM Influent (06-21-2024),6/21/2024,Biochemical Oxygen Demand,620,620,,mg/L
ST24JUN22-02-001,TEM Influent (06-21-2024),6/21/2024,pH,6.60,6.60,,pH Units
ST24JUN22-02-001,TEM Influent (06-21-2024),6/21/2024,% Volatile Suspended Solids,94,94,,%
ST24JUN22-02-001,TEM Influent (06-21-2024),6/21/2024,Total Suspended Solids,472,472,,mg/L
ST24JUN22-02-001,TEM Influent (06-21-2024),6/21/2024,TSS - Change in Wt,0.21,0.21,,%
ST24JUN22-02-001,TEM Influent (06-21-2024),6/21/2024,Volatile Suspended Solids,442,442,,mg/L
ST24JUN22-02-001,TEM Influent (06-21-2024),6/21/2024,Sample Amount,1000,1000,,ml
ST24JUN22-02-001,TEM Influent (06-21-2024),6/21/2024,Settleable Solids,8,8,,ml/L
ST24JUN22-02-001,TEM Influent (06-21-2024),6/21/2024,Sulfur,46,46,,mg/L
ST24JUN22-02-001,TEM Influent (06-21-2024),6/21/2024,Chemical Oxygen Demand,1550,1550,,mg/L
ST24JUN22-02-001,TEM Influent (06-21-2024),6/21/2024,Volatile Acids,314,314,,mg/L
ST24JUN23-02-001,TEM Influent (06-22-2024),6/22/2024,Biochemical Oxygen Demand,603,603,,mg/L
ST24JUN23-02-001,TEM Influent (06-22-2024),6/22/2024,pH,6.40,6.40,,pH Units
ST24JUN23-02-001,TEM Influent (06-22-2024),6/22/2024,% Volatile Suspended Solids,91,91,,%
ST24JUN23-02-001,TEM Influent (06-22-2024),6/22/2024,Total Suspended Solids,520,520,,mg/L
ST24JUN23-02-001,TEM Influent (06-22-2024),6/22/2024,TSS - Change in Wt,0.29,0.29,,%
ST24JUN23-02-001,TEM Influent (06-22-2024),6/22/2024,Volatile Suspended Solids,472,472,,mg/L
ST24JUN23-02-001,TEM Influent (06-22-2024),6/22/2024,Sample Amount,1000,1000,,ml
ST24JUN23-02-001,TEM Influent (06-22-2024),6/22/2024,Settleable Solids,12,12,,ml/L
ST24JUN23-02-001,TEM Influent (06-22-2024),6/22/2024,Sulfur,35.8,35.8,,mg/L
ST24JUN23-02-001,TEM Influent (06-22-2024),6/22/2024,Chemical Oxygen Demand,1400,1400,,mg/L
ST24JUN23-02-001,TEM Influent (06-22-2024),6/22/2024,Volatile Acids,273,273,,mg/L
ST24JUN24-01-001,TEM Influent (06-23-2024),6/23/2024,Biochemical Oxygen Demand,577,577,,mg/L
ST24JUN24-01-001,TEM Influent (06-23-2024),6/23/2024,pH,6.45,6.45,,pH Units
ST24JUN24-01-001,TEM Influent (06-23-2024),6/23/2024,Sample Amount,1000,1000,,ml
ST24JUN24-01-001,TEM Influent (06-23-2024),6/23/2024,Settleable Solids,12,12,,ml/L
ST24JUN24-01-001,TEM Influent (06-23-2024),6/23/2024,% Volatile Suspended Solids,89,89,,%
ST24JUN24-01-001,TEM Influent (06-23-2024),6/23/2024,Total Suspended Solids,594,594,,mg/L
ST24JUN24-01-001,TEM Influent (06-23-2024),6/23/2024,TSS - Change in Wt,0.42,0.42,,%
ST24JUN24-01-001,TEM Influent (06-23-2024),6/23/2024,Volatile Suspended Solids,530,530,,mg/L
ST24JUN24-01-001,TEM Influent (06-23-2024),6/23/2024,Sulfur,33.5,33.5,,mg/L
ST24JUN24-01-001,TEM Influent (06-23-2024),6/23/2024,Chemical Oxygen Demand,1700,1700,,mg/L
ST24JUN24-01-001,TEM Influent (06-23-2024),6/23/2024,Volatile Acids,294,294,,mg/L
ST24JUN25-01-001,TEM Influent (06-24-2024),6/24/2024,Biochemical Oxygen Demand,663,663,,mg/L
ST24JUN25-01-001,TEM Influent (06-24-2024),6/24/2024,pH,6.29,6.29,,pH Units
ST24JUN25-01-001,TEM Influent (06-24-2024),6/24/2024,Sample Amount,1000,1000,,ml
