SampleName,StartDate,EndDate
TEM ABF Influent (06-01-2024),6/1/2024,6/1/2025

SampleNumber,SampleName1,SampledDate,Parameter,SWPPRCalc,ReportedResult,Qual,Unit
ST24JUN08-02-032 ,TEM ABF Influent (06-07-2024),6/7/2024,Soluble BOD,533,533,,mg/L
ST24JUN09-02-032 ,TEM ABF Influent (06-08-2024),6/8/2024,% Volatile Suspended Solids,89,89,,%
ST24JUN09-02-032 ,TEM ABF Influent (06-08-2024),6/8/2024,Total Suspended Solids,568,568,,mg/L
ST24JUN09-02-032 ,TEM ABF Influent (06-08-2024),6/8/2024,Volatile Suspended Solids,508,508,,mg/L
ST24JUN09-02-032 ,TEM ABF Influent (06-08-2024),6/8/2024,pH,7.06,7.06,,pH Units
ST24JUN09-02-032 ,TEM ABF Influent (06-08-2024),6/8/2024,Soluble BOD,330,330,,mg/L
ST24JUN10-01-033 ,TEM ABF Influent (06-09-2024),6/9/2024,% Volatile Suspended Solids,86,86,,%
ST24JUN10-01-033 ,TEM ABF Influent (06-09-2024),6/9/2024,Total Suspended Solids,733,733,,mg/L
ST24JUN10-01-033 ,TEM ABF Influent (06-09-2024),6/9/2024,Volatile Suspended Solids,633,633,,mg/L
ST24JUN10-01-033 ,TEM ABF Influent (06-09-2024),6/9/2024,pH,6.93,6.93,,pH Units
ST24JUN10-01-033 ,TEM ABF Influent (06-09-2024),6/9/2024,Soluble BOD,554,554,,mg/L
ST24JUN11-01-033 ,TEM ABF Influent (06-10-2024),6/10/2024,% Volatile Suspended Solids,91,91,,%
ST24JUN11-01-033 ,TEM ABF Influent (06-10-2024),6/10/2024,Total Suspended Solids,646,646,,mg/L
ST24JUN11-01-033 ,TEM ABF Influent (06-10-2024),6/10/2024,Volatile Suspended Solids,588,588,,mg/L
ST24JUN11-01-033 ,TEM ABF Influent (06-10-2024),6/10/2024,pH,6.72,6.72,,pH Units
ST24JUN11-01-033 ,TEM ABF Influent (06-10-2024),6/10/2024,Soluble BOD,466,466,,mg/L
ST24JUN12-02-033 ,TEM ABF Influent (06-11-2024),6/11/2024,% Volatile Suspended Solids,87,87,,%
ST24JUN12-02-033 ,TEM ABF Influent (06-11-2024),6/11/2024,Total Suspended Solids,958,958,,mg/L
ST24JUN12-02-033 ,TEM ABF Influent (06-11-2024),6/11/2024,Volatile Suspended Solids,831,831,,mg/L
ST24JUN12-02-033 ,TEM ABF Influent (06-11-2024),6/11/2024,pH,6.54,6.54,,pH Units
ST24JUN12-02-033 ,TEM ABF Influent (06-11-2024),6/11/2024,Soluble BOD,559,559,,mg/L
ST24JUN13-01-035 ,TEM ABF Influent (06-12-2024),6/12/2024,pH,6.59,6.59,,pH Units
ST24JUN13-01-035 ,TEM ABF Influent (06-12-2024),6/12/2024,Soluble BOD,622,622,,mg/L
ST24JUN13-01-035 ,TEM ABF Influent (06-12-2024),6/12/2024,% Volatile Suspended Solids,84,84,,%
ST24JUN13-01-035 ,TEM ABF Influent (06-12-2024),6/12/2024,Total Suspended Solids,960,960,,mg/L
ST24JUN13-01-035 ,TEM ABF Influent (06-12-2024),6/12/2024,Volatile Suspended Solids,810,810,,mg/L
ST24JUN14-01-033 ,TEM ABF Influent (06-13-2024),6/13/2024,% Volatile Suspended Solids,87,87,,%
ST24JUN14-01-033 ,TEM ABF Influent (06-13-2024),6/13/2024,Total Suspended Solids,453,453,,mg/L
ST24JUN14-01-033 ,TEM ABF Influent (06-13-2024),6/13/2024,Volatile Suspended Solids,394,394,,mg/L
ST24JUN14-01-033 ,TEM ABF Influent (06-13-2024),6/13/2024,pH,6.56,6.56,,pH Units
ST24JUN14-01-033 ,TEM ABF Influent (06-13-2024),6/13/2024,Soluble BOD,376,376,,mg/L
ST24JUN15-02-032 ,TEM ABF Influent (06-14-2024),6/14/2024,% Volatile Suspended Solids,86,86,,%
ST24JUN15-02-032 ,TEM ABF Influent (06-14-2024),6/14/2024,Total Suspended Solids,428,428,,mg/L
ST24JUN15-02-032 ,TEM ABF Influent (06-14-2024),6/14/2024,Volatile Suspended Solids,370,370,,mg/L
ST24JUN15-02-032 ,TEM ABF Influent (06-14-2024),6/14/2024,pH,6.62,6.62,,pH Units
ST24JUN15-02-032 ,TEM ABF Influent (06-14-2024),6/14/2024,Soluble BOD,504,504,,mg/L
ST24JUN16-02-032 ,TEM ABF Influent (06-15-2024),6/15/2024,% Volatile Suspended Solids,88,88,,%
ST24JUN16-02-032 ,TEM ABF Influent (06-15-2024),6/15/2024,Total Suspended Solids,483,483,,mg/L
ST24JUN16-02-032 ,TEM ABF Influent (06-15-2024),6/15/2024,Volatile Suspended Solids,425,425,,mg/L
ST24JUN16-02-032 ,TEM ABF Influent (06-15-2024),6/15/2024,pH,6.54,6.54,,pH Units
ST24JUN16-02-032 ,TEM ABF Influent (06-15-2024),6/15/2024,Soluble BOD,513,513,,mg/L
ST24JUN17-01-033 ,TEM ABF Influent (06-16-2024),6/16/2024,% Volatile Suspended Solids,88,88,,%
ST24JUN17-01-033 ,TEM ABF Influent (06-16-2024),6/16/2024,Total Suspended Solids,376,376,,mg/L
ST24JUN17-01-033 ,TEM ABF Influent (06-16-2024),6/16/2024,Volatile Suspended Solids,332,332,,mg/L
ST24JUN17-01-033 ,TEM ABF Influent (06-16-2024),6/16/2024,pH,6.35,6.35,,pH Units
ST24JUN17-01-033 ,TEM ABF Influent (06-16-2024),6/16/2024,Soluble BOD,582,582,,mg/L
ST24JUN18-01-033 ,TEM ABF Influent (06-17-2024),6/17/2024,% Volatile Suspended Solids,91,91,,%
ST24JUN18-01-033 ,TEM ABF Influent (06-17-2024),6/17/2024,Total Suspended Solids,520,520,,mg/L
ST24JUN18-01-033 ,TEM ABF Influent (06-17-2024),6/17/2024,Volatile Suspended Solids,475,475,,mg/L
ST24JUN18-01-033 ,TEM ABF Influent (06-17-2024),6/17/2024,pH,6.61,6.61,,pH Units
ST24JUN18-01-033 ,TEM ABF Influent (06-17-2024),6/17/2024,Soluble BOD,494,494,,mg/L
ST24JUN19-01-033 ,TEM ABF Influent (06-18-2024),6/18/2024,% Volatile Suspended Solids,78,78,,%
ST24JUN19-01-033 ,TEM ABF Influent (06-18-2024),6/18/2024,Total Suspended Solids,370,370,,mg/L
ST24JUN19-01-033 ,TEM ABF Influent (06-18-2024),6/18/2024,Volatile Suspended Solids,288,288,,mg/L
ST24JUN19-01-033 ,TEM ABF Influent (06-18-2024),6/18/2024,pH,6.68,6.68,,pH Units
ST24JUN19-01-033 ,TEM ABF Influent (06-18-2024),6/18/2024,Soluble BOD,350,350,,mg/L
ST24JUN20-01-035 ,TEM ABF Influent (06-19-2024),6/19/2024,pH,6.66,6.66,,pH Units
ST24JUN20-01-035 ,TEM ABF Influent (06-19-2024),6/19/2024,Soluble BOD,469,469,,mg/L
ST24JUN20-01-035 ,TEM ABF Influent (06-19-2024),6/19/2024,% Volatile Suspended Solids,87,87,,%
ST24JUN20-01-035 ,TEM ABF Influent (06-19-2024),6/19/2024,Total Suspended Solids,397,397,,mg/L
ST24JUN20-01-035 ,TEM ABF Influent (06-19-2024),6/19/2024,Volatile Suspended Solids,347,347,,mg/L
ST24JUN21-01-033 ,TEM ABF Influent (06-20-2024),6/20/2024,% Volatile Suspended Solids,89,89,,%
ST24JUN21-01-033 ,TEM ABF Influent (06-20-2024),6/20/2024,Total Suspended Solids,503,503,,mg/L
ST24JUN21-01-033 ,TEM ABF Influent (06-20-2024),6/20/2024,Volatile Suspended Solids,450,450,,mg/L
ST24JUN21-01-033 ,TEM ABF Influent (06-20-2024),6/20/2024,pH,6.56,6.56,,pH Units
ST24JUN21-01-033 ,TEM ABF Influent (06-20-2024),6/20/2024,Soluble BOD,474,474,,mg/L
ST24JUN22-02-032 ,TEM ABF Influent (06-21-2024),6/21/2024,% Volatile Suspended Solids,86,86,,%
ST24JUN22-02-032 ,TEM ABF Influent (06-21-2024),6/21/2024,Total Suspended Solids,530,530,,mg/L
ST24JUN22-02-032 ,TEM ABF Influent (06-21-2024),6/21/2024,Volatile Suspended Solids,453,453,,mg/L
ST24JUN22-02-032 ,TEM ABF Influent (06-21-2024),6/21/2024,pH,6.58,6.58,,pH Units
ST24JUN22-02-032 ,TEM ABF Influent (06-21-2024),6/21/2024,Soluble BOD,514,514,,mg/L
ST24JUN23-02-032 ,TEM ABF Influent (06-22-2024),6/22/2024,% Volatile Suspended Solids,86,86,,%
ST24JUN23-02-032 ,TEM ABF Influent (06-22-2024),6/22/2024,Total Suspended Solids,365,365,,mg/L
ST24JUN23-02-032 ,TEM ABF Influent (06-22-2024),6/22/2024,Volatile Suspended Solids,313,313,,mg/L
ST24JUN23-02-032 ,TEM ABF Influent (06-22-2024),6/22/2024,pH,6.21,6.21,,pH Units
ST24JUN23-02-032 ,TEM ABF Influent (06-22-2024),6/22/2024,Soluble BOD,578,578,,mg/L
ST24JUN24-01-033 ,TEM ABF Influent (06-23-2024),6/23/2024,% Volatile Suspended Solids,88,88,,%
ST24JUN24-01-033 ,TEM ABF Influent (06-23-2024),6/23/2024,Total Suspended Solids,400,400,,mg/L
ST24JUN24-01-033 ,TEM ABF Influent (06-23-2024),6/23/2024,Volatile Suspended Solids,353,353,,mg/L
ST24JUN24-01-033 ,TEM ABF Influent (06-23-2024),6/23/2024,pH,6.81,6.81,,pH Units
ST24JUN24-01-033 ,TEM ABF Influent (06-23-2024),6/23/2024,Soluble BOD,379,379,,mg/L
ST24JUN25-01-033 ,TEM ABF Influent (06-24-2024),6/24/2024,% Volatile Suspended Solids,90,90,,%
ST24JUN25-01-033 ,TEM ABF Influent (06-24-2024),6/24/2024,Total Suspended Solids,717,717,,mg/L
ST24JUN25-01-033 ,TEM ABF Influent (06-24-2024),6/24/2024,Volatile Suspended Solids,643,643,,mg/L
ST24JUN25-01-033 ,TEM ABF Influent (06-24-2024),6/24/2024,pH,6.47,6.47,,pH Units
ST24JUN25-01-033 ,TEM ABF Influent (06-24-2024),6/24/2024,Soluble BOD,568,568,,mg/L
ST24JUN26-02-033 ,TEM ABF Influent (06-25-2024),6/25/2024,% Volatile Suspended Solids,91,91,,%
ST24JUN26-02-033 ,TEM ABF Influent (06-25-2024),6/25/2024,Total Suspended Solids,750,750,,mg/L
ST24JUN26-02-033 ,TEM ABF Influent (06-25-2024),6/25/2024,Volatile Suspended Solids,680,680,,mg/L
ST24JUN26-02-033 ,TEM ABF Influent (06-25-2024),6/25/2024,pH,6.75,6.75,,pH Units
ST24JUN26-02-033 ,TEM ABF Influent (06-25-2024),6/25/2024,Soluble BOD,434,434,,mg/L
ST24JUN27-01-035 ,TEM ABF Influent (06-26-2024),6/26/2024,pH,6.64,6.64,,pH Units
ST24JUN27-01-035 ,TEM ABF Influent (06-26-2024),6/26/2024,Soluble BOD,463,463,,mg/L
ST24JUN27-01-035 ,TEM ABF Influent (06-26-2024),6/26/2024,% Volatile Suspended Solids,84,84,,%
ST24JUN27-01-035 ,TEM ABF Influent (06-26-2024),6/26/2024,Total Suspended Solids,793,793,,mg/L
ST24JUN27-01-035 ,TEM ABF Influent (06-26-2024),6/26/2024,Volatile Suspended Solids,663,663,,mg/L
ST24JUN28-01-033 ,TEM ABF Influent (06-27-2024),6/27/2024,% Volatile Suspended Solids,92,92,,%
ST24JUN28-01-033 ,TEM ABF Influent (06-27-2024),6/27/2024,Total Suspended Solids,470,470,,mg/L
ST24JUN28-01-033 ,TEM ABF Influent (06-27-2024),6/27/2024,Volatile Suspended Solids,433,433,,mg/L
ST24JUN28-01-033 ,TEM ABF Influent (06-27-2024),6/27/2024,pH,6.79,6.79,,pH Units
ST24JUN28-01-033 ,TEM ABF Influent (06-27-2024),6/27/2024,Soluble BOD,375,375,,mg/L
ST24JUN29-02-032 ,TEM ABF Influent (06-28-2024),6/28/2024,% Volatile Suspended Solids,82,82,,%
ST24JUN29-02-032 ,TEM ABF Influent (06-28-2024),6/28/2024,Total Suspended Solids,423,423,,mg/L
ST24JUN29-02-032 ,TEM ABF Influent (06-28-2024),6/28/2024,Volatile Suspended Solids,347,347,,mg/L
ST24JUN29-02-032 ,TEM ABF Influent (06-28-2024),6/28/2024,pH,6.53,6.53,,pH Units
ST24JUN29-02-032 ,TEM ABF Influent (06-28-2024),6/28/2024,Soluble BOD,582,582,,mg/L
ST24JUN30-02-032 ,TEM ABF Influent (06-29-2024),6/29/2024,% Volatile Suspended Solids,99,99,,%
ST24JUN30-02-032 ,TEM ABF Influent (06-29-2024),6/29/2024,Total Suspended Solids,367,367,,mg/L
ST24JUN30-02-032 ,TEM ABF Influent (06-29-2024),6/29/2024,Volatile Suspended Solids,363,363,,mg/L
ST24JUN30-02-032 ,TEM ABF Influent (06-29-2024),6/29/2024,pH,6.54,6.54,,pH Units
ST24JUN30-02-032 ,TEM ABF Influent (06-29-2024),6/29/2024,Soluble BOD,469,469,,mg/L
ST24JUL01-06-033 ,TEM ABF Influent (06-30-2024),6/30/2024,% Volatile Suspended Solids,99,99,,%
ST24JUL01-06-033 ,TEM ABF Influent (06-30-2024),6/30/2024,Total Suspended Solids,380,380,,mg/L
ST24JUL01-06-033 ,TEM ABF Influent (06-30-2024),6/30/2024,Volatile Suspended Solids,377,377,,mg/L
ST24JUL01-06-033 ,TEM ABF Influent (06-30-2024),6/30/2024,pH,6.56,6.56,,pH Units
ST24JUL01-06-033 ,TEM ABF Influent (06-30-2024),6/30/2024,Soluble BOD,493,493,,mg/L
ST24JUL02-01-033 ,TEM ABF Influent (07-01-2024),7/1/2024,% Volatile Suspended Solids,92,92,,%
ST24JUL02-01-033 ,TEM ABF Influent (07-01-2024),7/1/2024,Total Suspended Solids,448,448,,mg/L
ST24JUL02-01-033 ,TEM ABF Influent (07-01-2024),7/1/2024,Volatile Suspended Solids,412,412,,mg/L
ST24JUL02-01-033 ,TEM ABF Influent (07-01-2024),7/1/2024,pH,6.92,6.92,,pH Units
ST24JUL02-01-033 ,TEM ABF Influent (07-01-2024),7/1/2024,Soluble BOD,369,369,,mg/L
ST24JUL03-01-033 ,TEM ABF Influent (07-02-2024),7/2/2024,% Volatile Suspended Solids,90,90,,%
ST24JUL03-01-033 ,TEM ABF Influent (07-02-2024),7/2/2024,Total Suspended Solids,402,402,,mg/L
ST24JUL03-01-033 ,TEM ABF Influent (07-02-2024),7/2/2024,Volatile Suspended Solids,360,360,,mg/L
ST24JUL03-01-033 ,TEM ABF Influent (07-02-2024),7/2/2024,pH,6.52,6.52,,pH Units
ST24JUL03-01-033 ,TEM ABF Influent (07-02-2024),7/2/2024,Soluble BOD,421,421,,mg/L
ST24JUL04-01-035 ,TEM ABF Influent (07-03-2024),7/3/2024,pH,6.35,6.35,,pH Units
ST24JUL04-01-035 ,TEM ABF Influent (07-03-2024),7/3/2024,Soluble BOD,569,569,,mg/L
ST24JUL04-01-035 ,TEM ABF Influent (07-03-2024),7/3/2024,% Volatile Suspended Solids,88,88,,%
ST24JUL04-01-035 ,TEM ABF Influent (07-03-2024),7/3/2024,Total Suspended Solids,404,404,,mg/L
ST24JUL04-01-035 ,TEM ABF Influent (07-03-2024),7/3/2024,Volatile Suspended Solids,356,356,,mg/L
ST24JUL05-01-033 ,TEM ABF Influent (07-04-2024),7/4/2024,% Volatile Suspended Solids,100,100,,%
ST24JUL05-01-033 ,TEM ABF Influent (07-04-2024),7/4/2024,Total Suspended Solids,273,273,,mg/L
ST24JUL05-01-033 ,TEM ABF Influent (07-04-2024),7/4/2024,Volatile Suspended Solids,273,273,,mg/L
ST24JUL05-01-033 ,TEM ABF Influent (07-04-2024),7/4/2024,pH,6.84,6.84,,pH Units
ST24JUL05-01-033 ,TEM ABF Influent (07-04-2024),7/4/2024,Soluble BOD,393,393,,mg/L
ST24JUL06-02-032 ,TEM ABF Influent (07-05-2024),7/5/2024,% Volatile Suspended Solids,85,85,,%
ST24JUL06-02-032 ,TEM ABF Influent (07-05-2024),7/5/2024,Total Suspended Solids,600,600,,mg/L
ST24JUL06-02-032 ,TEM ABF Influent (07-05-2024),7/5/2024,Volatile Suspended Solids,510,510,,mg/L
ST24JUL06-02-032 ,TEM ABF Influent (07-05-2024),7/5/2024,pH,6.60,6.60,,pH Units
ST24JUL06-02-032 ,TEM ABF Influent (07-05-2024),7/5/2024,Soluble BOD,473,473,,mg/L
ST24JUL07-02-032 ,TEM ABF Influent (07-06-2024),7/6/2024,% Volatile Suspended Solids,96,96,,%
ST24JUL07-02-032 ,TEM ABF Influent (07-06-2024),7/6/2024,Total Suspended Solids,547,547,,mg/L
ST24JUL07-02-032 ,TEM ABF Influent (07-06-2024),7/6/2024,Volatile Suspended Solids,527,527,,mg/L
ST24JUL07-02-032 ,TEM ABF Influent (07-06-2024),7/6/2024,pH,6.96,6.96,,pH Units
ST24JUL07-02-032 ,TEM ABF Influent (07-06-2024),7/6/2024,Soluble BOD,427,427,,mg/L
ST24JUL08-01-033 ,TEM ABF Influent (07-07-2024),7/7/2024,% Volatile Suspended Solids,95,95,,%
ST24JUL08-01-033 ,TEM ABF Influent (07-07-2024),7/7/2024,Total Suspended Solids,618,618,,mg/L
ST24JUL08-01-033 ,TEM ABF Influent (07-07-2024),7/7/2024,Volatile Suspended Solids,588,588,,mg/L
ST24JUL08-01-033 ,TEM ABF Influent (07-07-2024),7/7/2024,pH,6.87,6.87,,pH Units
ST24JUL08-01-033 ,TEM ABF Influent (07-07-2024),7/7/2024,Soluble BOD,488,488,,mg/L
ST24JUL09-01-033 ,TEM ABF Influent (07-08-2024),7/8/2024,% Volatile Suspended Solids,86,86,,%
ST24JUL09-01-033 ,TEM ABF Influent (07-08-2024),7/8/2024,Total Suspended Solids,710,710,,mg/L
ST24JUL09-01-033 ,TEM ABF Influent (07-08-2024),7/8/2024,Volatile Suspended Solids,610,610,,mg/L
ST24JUL09-01-033 ,TEM ABF Influent (07-08-2024),7/8/2024,pH,6.77,6.77,,pH Units
ST24JUL09-01-033 ,TEM ABF Influent (07-08-2024),7/8/2024,Soluble BOD,565,565,,mg/L
ST24JUL10-01-033 ,TEM ABF Influent (07-09-2024),7/9/2024,% Volatile Suspended Solids,83,83,,%
ST24JUL10-01-033 ,TEM ABF Influent (07-09-2024),7/9/2024,Total Suspended Solids,800,800,,mg/L
ST24JUL10-01-033 ,TEM ABF Influent (07-09-2024),7/9/2024,Volatile Suspended Solids,665,665,,mg/L
ST24JUL10-01-033 ,TEM ABF Influent (07-09-2024),7/9/2024,pH,6.75,6.75,,pH Units
ST24JUL10-01-033 ,TEM ABF Influent (07-09-2024),7/9/2024,Soluble BOD,449,449,,mg/L
ST24JUL11-01-035 ,TEM ABF Influent (07-10-2024),7/10/2024,pH,6.9,6.9,,pH Units
ST24JUL11-01-035 ,TEM ABF Influent (07-10-2024),7/10/2024,Soluble BOD,402,402,,mg/L
ST24JUL11-01-035 ,TEM ABF Influent (07-10-2024),7/10/2024,% Volatile Suspended Solids,92,92,,%
ST24JUL11-01-035 ,TEM ABF Influent (07-10-2024),7/10/2024,Total Suspended Solids,515,515,,mg/L
ST24JUL11-01-035 ,TEM ABF Influent (07-10-2024),7/10/2024,Volatile Suspended Solids,473,473,,mg/L
ST24JUL12-01-033 ,TEM ABF Influent (07-11-2024),7/11/2024,% Volatile Suspended Solids,90,90,,%
ST24JUL12-01-033 ,TEM ABF Influent (07-11-2024),7/11/2024,Total Suspended Solids,475,475,,mg/L
ST24JUL12-01-033 ,TEM ABF Influent (07-11-2024),7/11/2024,Volatile Suspended Solids,428,428,,mg/L
ST24JUL12-01-033 ,TEM ABF Influent (07-11-2024),7/11/2024,pH,6.77,6.77,,pH Units
ST24JUL12-01-033 ,TEM ABF Influent (07-11-2024),7/11/2024,Soluble BOD,389,389,,mg/L
ST24JUL13-02-032 ,TEM ABF Influent (07-12-2024),7/12/2024,% Volatile Suspended Solids,83,83,,%
ST24JUL13-02-032 ,TEM ABF Influent (07-12-2024),7/12/2024,Total Suspended Solids,743,743,,mg/L
ST24JUL13-02-032 ,TEM ABF Influent (07-12-2024),7/12/2024,Volatile Suspended Solids,613,613,,mg/L
ST24JUL13-02-032 ,TEM ABF Influent (07-12-2024),7/12/2024,pH,6.70,6.70,,pH Units
ST24JUL13-02-032 ,TEM ABF Influent (07-12-2024),7/12/2024,Soluble BOD,467,467,,mg/L
ST24JUL14-02-032 ,TEM ABF Influent (07-13-2024),7/13/2024,% Volatile Suspended Solids,87,87,,%
ST24JUL14-02-032 ,TEM ABF Influent (07-13-2024),7/13/2024,Total Suspended Solids,1310,1310,,mg/L
ST24JUL14-02-032 ,TEM ABF Influent (07-13-2024),7/13/2024,Volatile Suspended Solids,1140,1140,,mg/L
ST24JUL14-02-032 ,TEM ABF Influent (07-13-2024),7/13/2024,pH,6.74,6.74,,pH Units
ST24JUL14-02-032 ,TEM ABF Influent (07-13-2024),7/13/2024,Soluble BOD,434,434,,mg/L
ST24JUL15-01-033 ,TEM ABF Influent (07-14-2024),7/14/2024,% Volatile Suspended Solids,95,95,,%
ST24JUL15-01-033 ,TEM ABF Influent (07-14-2024),7/14/2024,Total Suspended Solids,560,560,,mg/L
ST24JUL15-01-033 ,TEM ABF Influent (07-14-2024),7/14/2024,Volatile Suspended Solids,530,530,,mg/L
ST24JUL15-01-033 ,TEM ABF Influent (07-14-2024),7/14/2024,pH,6.78,6.78,,pH Units
ST24JUL15-01-033 ,TEM ABF Influent (07-14-2024),7/14/2024,Soluble BOD,392,392,,mg/L
ST24JUL16-01-033 ,TEM ABF Influent (07-15-2024),7/15/2024,% Volatile Suspended Solids,79,79,,%
ST24JUL16-01-033 ,TEM ABF Influent (07-15-2024),7/15/2024,Total Suspended Solids,1235,1235,,mg/L
ST24JUL16-01-033 ,TEM ABF Influent (07-15-2024),7/15/2024,Volatile Suspended Solids,980,980,,mg/L
ST24JUL16-01-033 ,TEM ABF Influent (07-15-2024),7/15/2024,pH,6.73,6.73,,pH Units
ST24JUL16-01-033 ,TEM ABF Influent (07-15-2024),7/15/2024,Soluble BOD,438,438,,mg/L
ST24JUL17-02-033 ,TEM ABF Influent (07-16-2024),7/16/2024,% Volatile Suspended Solids,85,85,,%
ST24JUL17-02-033 ,TEM ABF Influent (07-16-2024),7/16/2024,Total Suspended Solids,833,833,,mg/L
ST24JUL17-02-033 ,TEM ABF Influent (07-16-2024),7/16/2024,Volatile Suspended Solids,710,710,,mg/L
ST24JUL17-02-033 ,TEM ABF Influent (07-16-2024),7/16/2024,pH,6.42,6.42,,pH Units
ST24JUL17-02-033 ,TEM ABF Influent (07-16-2024),7/16/2024,Soluble BOD,466,466,,mg/L
ST24JUL18-01-035 ,TEM ABF Influent (07-17-2024),7/17/2024,pH,6.72,6.72,,pH Units
ST24JUL18-01-035 ,TEM ABF Influent (07-17-2024),7/17/2024,Soluble BOD,422,422,,mg/L
ST24JUL18-01-035 ,TEM ABF Influent (07-17-2024),7/17/2024,% Volatile Suspended Solids,82,82,,%
ST24JUL18-01-035 ,TEM ABF Influent (07-17-2024),7/17/2024,Total Suspended Solids,713,713,,mg/L
ST24JUL18-01-035 ,TEM ABF Influent (07-17-2024),7/17/2024,Volatile Suspended Solids,587,587,,mg/L
ST24JUL19-01-033 ,TEM ABF Influent (07-18-2024),7/18/2024,% Volatile Suspended Solids,80,80,,%
ST24JUL19-01-033 ,TEM ABF Influent (07-18-2024),7/18/2024,Total Suspended Solids,1485,1485,,mg/L
ST24JUL19-01-033 ,TEM ABF Influent (07-18-2024),7/18/2024,Volatile Suspended Solids,1185,1185,,mg/L
ST24JUL19-01-033 ,TEM ABF Influent (07-18-2024),7/18/2024,pH,6.17,6.17,,pH Units
ST24JUL19-01-033 ,TEM ABF Influent (07-18-2024),7/18/2024,Soluble BOD,470,470,,mg/L
