SampleName,StartDate,EndDate
Maxson Operations Data (08-01-2025),8/1/2025,1/9/2026

SampleNumber,SampleName1,SampledDate,Parameter,SWPPRCalc,ReportedResult,Qual,Unit
MX25AUG02-01-001,Maxson Operations Data (08-02-2025),8/2/2025,Pounds of Chlorine - Effluent,,,,pH Units
MX25AUG02-01-001,Maxson Operations Data (08-02-2025),8/2/2025,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX25AUG02-01-001,Maxson Operations Data (08-02-2025),8/2/2025,Rainfall,0.00,0.00,,inch
MX25AUG02-01-001,Maxson Operations Data (08-02-2025),8/2/2025,Temperature - DIG.SDG.,20.90,20.90,,C
MX25AUG02-01-001,Maxson Operations Data (08-02-2025),8/2/2025,Temperature - Effluent,27.00,27.00,,C
MX25AUG02-01-001,Maxson Operations Data (08-02-2025),8/2/2025,Temperature - Influent,26.70,26.70,,C
MX25AUG02-01-001,Maxson Operations Data (08-02-2025),8/2/2025,Temperature - North,28.70,28.70,,C
MX25AUG02-01-001,Maxson Operations Data (08-02-2025),8/2/2025,Wet Cake,,,,Gallons/Day
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,% VOL. RED.,,,,%
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,Cake Dry Tons/Day,,,,Tons/Day
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,Dissolved O2 - North,5.2,5.2,,mg/L
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,"Dissolved Oxygen, Effluent",4.5,4.5,,mg/L
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,"Dissolved Oxygen, Influent",1.3,1.3,,mg/L
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,"Flow(MAX), Influent",61.9,61.9,,MGD
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,"Flow, Effluent",,,,MGD
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,"Flow, Influent",46.8,46.8,,MGD
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,Hours Bypassed,0.00,0.00,,
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,Peracetic Acid,0.00,0.00,,ppm
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,pH - Effluent (Max),7.12,7.12,,pH Units
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,pH - Effluent (Min),7.09,7.09,,pH Units
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,pH - Influent,5.70,5.70,,pH Units
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,Pounds of Chlorine - Effluent,,,,pH Units
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,Rainfall,0.00,0.00,,inch
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,Temperature - DIG.SDG.,21.70,21.70,,C
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,Temperature - Effluent,26.3,26.3,,C
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,Temperature - Influent,25.7,25.7,,C
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,Temperature - North,28.0,28.0,,C
MX25AUG03-01-001,Maxson Operations Data (08-03-2025),8/3/2025,Wet Cake,,,,Gallons/Day
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,% VOL. RED.,,,,%
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,Cake Dry Tons/Day,,,,Tons/Day
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,Dissolved O2 - North,2.20,2.20,,mg/L
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,"Dissolved Oxygen, Effluent",5.10,5.10,,mg/L
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,"Dissolved Oxygen, Influent",0.90,0.90,,mg/L
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,"Flow(MAX), Influent",61.8,61.8,,MGD
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,"Flow, Effluent",,,,MGD
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,"Flow, Influent",49.1,49.1,,MGD
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,Hours Bypassed,0.00,0.00,,
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,Peracetic Acid,0.00,0.00,,ppm
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,pH - Effluent (Max),7.26,7.26,,pH Units
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,pH - Effluent (Min),7.07,7.07,,pH Units
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,pH - Influent,5.60,5.60,,pH Units
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,Pounds of Chlorine - Effluent,,,,pH Units
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,Rainfall,0.00,0.00,,inch
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,Temperature - DIG.SDG.,21.70,21.70,,C
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,Temperature - Effluent,27.1,27.1,,C
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,Temperature - Influent,26.1,26.1,,C
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,Temperature - North,28.0,28.0,,C
MX25AUG04-01-001,Maxson Operations Data (08-04-2025),8/4/2025,Wet Cake,,,,Gallons/Day
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,% VOL. RED.,,,,%
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,Cake Dry Tons/Day,,,,Tons/Day
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,Dissolved O2 - North,2.80,2.80,,mg/L
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,"Dissolved Oxygen, Effluent",2.90,2.90,,mg/L
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,"Dissolved Oxygen, Influent",0.30,0.30,,mg/L
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,"Flow(MAX), Influent",61.60,61.60,,MGD
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,"Flow, Effluent",,,,MGD
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,"Flow, Influent",50.60,50.60,,MGD
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,Hours Bypassed,0.00,0.00,,
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,Peracetic Acid,0.00,0.00,,ppm
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,pH - Effluent (Max),7.08,7.08,,pH Units
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,pH - Effluent (Min),7.05,7.05,,pH Units
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,pH - Influent,4.80,4.80,,pH Units
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,Pounds of Chlorine - Effluent,,,,pH Units
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,Rainfall,T,T,,inch
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,Temperature - DIG.SDG.,21.70,21.70,,C
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,Temperature - Effluent,27.40,27.40,,C
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,Temperature - Influent,26.40,26.40,,C
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,Temperature - North,28.10,28.10,,C
MX25AUG05-01-001,Maxson Operations Data (08-05-2025),8/5/2025,Wet Cake,,,,Gallons/Day
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,% VOL. RED.,,,,%
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,Cake Dry Tons/Day,,,,Tons/Day
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,Dissolved O2 - North,4.50,4.50,,mg/L
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,"Dissolved Oxygen, Effluent",1.60,1.60,,mg/L
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,"Dissolved Oxygen, Influent",0.30,0.30,,mg/L
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,"Flow(MAX), Influent",64.60,64.60,,MGD
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,"Flow, Effluent",,,,MGD
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,"Flow, Influent",52.70,52.70,,MGD
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,Hours Bypassed,0.00,0.00,,
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,Peracetic Acid,0.19,0.19,,ppm
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,pH - Effluent (Max),7.26,7.26,,pH Units
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,pH - Effluent (Min),7.13,7.13,,pH Units
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,pH - Influent,5.55,5.55,,pH Units
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,Pounds of Chlorine - Effluent,,,,pH Units
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,Rainfall,0.00,0.00,,inch
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,Temperature - DIG.SDG.,21.70,21.70,,C
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,Temperature - Effluent,27.60,27.60,,C
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,Temperature - Influent,28.20,28.20,,C
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,Temperature - North,28.9,28.9,,C
MX25AUG06-01-001,Maxson Operations Data (08-06-2025),8/6/2025,Wet Cake,,,,Gallons/Day
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,% VOL. RED.,69.00,69.00,,%
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,Cake Dry Tons/Day,6.78,6.78,,Tons/Day
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,Dissolved O2 - North,3.20,3.20,,mg/L
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,"Dissolved Oxygen, Effluent",4.80,4.80,,mg/L
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,"Dissolved Oxygen, Influent",0.40,0.40,,mg/L
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,"Flow(MAX), Influent",95.00,95.00,,MGD
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,"Flow, Effluent",,,,MGD
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,"Flow, Influent",49.10,49.10,,MGD
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,Hours Bypassed,0.00,0.00,,
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,Peracetic Acid,0.22,0.22,,ppm
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,pH - Effluent (Max),7.25,7.25,,pH Units
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,pH - Effluent (Min),7.13,7.13,,pH Units
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,pH - Influent,5.50,5.50,,pH Units
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,Pounds of Chlorine - Effluent,,,,pH Units
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,Rainfall,0.02,0.02,,inch
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,Temperature - DIG.SDG.,21.70,21.70,,C
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,Temperature - Effluent,28.50,28.50,,C
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,Temperature - Influent,28.70,28.70,,C
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,Temperature - North,26.50,26.50,,C
MX25AUG07-01-001,Maxson Operations Data (08-07-2025),8/7/2025,Wet Cake,7.09,7.09,,Gallons/Day
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,% VOL. RED.,70.00,70.00,,%
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,Cake Dry Tons/Day,9.81,9.81,,Tons/Day
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,Dissolved O2 - North,3.50,3.50,,mg/L
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,"Dissolved Oxygen, Effluent",6.70,6.70,,mg/L
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,"Dissolved Oxygen, Influent",2.40,2.40,,mg/L
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,"Flow(MAX), Influent",73.00,73.00,,MGD
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,"Flow, Effluent",,,,MGD
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,"Flow, Influent",55.60,55.60,,MGD
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,Hours Bypassed,0.00,0.00,,
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,Peracetic Acid,0.04,0.04,,ppm
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,pH - Effluent (Max),7.17,7.17,,pH Units
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,pH - Effluent (Min),7.13,7.13,,pH Units
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,pH - Influent,5.42,5.42,,pH Units
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,Pounds of Chlorine - Effluent,,,,pH Units
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,Rainfall,1.01,1.01,,inch
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,Temperature - DIG.SDG.,21.70,21.70,,C
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,Temperature - Effluent,26.00,26.00,,C
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,Temperature - Influent,25.30,25.30,,C
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,Temperature - North,23.20,23.20,,C
MX25AUG08-01-001,Maxson Operations Data (08-08-2025),8/8/2025,Wet Cake,10120.00,10120.00,,Gallons/Day
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,% VOL. RED.,,,,%
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,Cake Dry Tons/Day,,,,Tons/Day
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,Dissolved O2 - North,6.50,6.50,,mg/L
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,"Dissolved Oxygen, Effluent",0.30,0.30,,mg/L
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,"Dissolved Oxygen, Influent",0.50,0.50,,mg/L
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,"Flow(MAX), Influent",61.60,61.60,,MGD
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,"Flow, Effluent",,,,MGD
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,"Flow, Influent",52.50,52.50,,MGD
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,Hours Bypassed,0.00,0.00,,
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,Peracetic Acid,0.04,0.04,,ppm
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,pH - Effluent (Max),7.08,7.08,,pH Units
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,pH - Effluent (Min),7.02,7.02,,pH Units
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,pH - Influent,5.62,5.62,,pH Units
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,Pounds of Chlorine - Effluent,,,,pH Units
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,Rainfall,0.00,0.00,,inch
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,Temperature - DIG.SDG.,21.70,21.70,,C
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,Temperature - Effluent,28.20,28.20,,C
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,Temperature - Influent,27.20,27.20,,C
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,Temperature - North,30.0,30.0,,C
MX25AUG09-01-001,Maxson Operations Data (08-09-2025),8/9/2025,Wet Cake,,,,Gallons/Day
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,% VOL. RED.,,,,%
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,Cake Dry Tons/Day,,,,Tons/Day
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,Dissolved O2 - North,6.60,6.60,,mg/L
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,"Dissolved Oxygen, Effluent",7.90,7.90,,mg/L
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,"Dissolved Oxygen, Influent",0.75,0.75,,mg/L
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,"Flow(MAX), Influent",61.90,61.90,,MGD
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,"Flow, Effluent",,,,MGD
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,"Flow, Influent",52.50,52.50,,MGD
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,Hours Bypassed,0.00,0.00,,
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,Peracetic Acid,0.00,0.00,,ppm
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,pH - Effluent (Max),7.13,7.13,,pH Units
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,pH - Effluent (Min),7.09,7.09,,pH Units
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,pH - Influent,5.40,5.40,,pH Units
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,Pounds of Chlorine - Effluent,,,,pH Units
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,Rainfall,0.00,0.00,,inch
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,Temperature - DIG.SDG.,21.70,21.70,,C
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,Temperature - Effluent,28.10,28.10,,C
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,Temperature - Influent,27.20,27.20,,C
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,Temperature - North,28.90,28.90,,C
MX25AUG10-01-001,Maxson Operations Data (08-10-2025),8/10/2025,Wet Cake,,,,Gallons/Day
MX25AUG11-01-001,Maxson Operations Data (08-11-2025),8/11/2025,% VOL. RED.,,,,%
MX25AUG11-01-001,Maxson Operations Data (08-11-2025),8/11/2025,Cake Dry Tons/Day,,,,Tons/Day
MX25AUG11-01-001,Maxson Operations Data (08-11-2025),8/11/2025,Dissolved O2 - North,6.30,6.30,,mg/L
MX25AUG11-01-001,Maxson Operations Data (08-11-2025),8/11/2025,"Dissolved Oxygen, Effluent",5.90,5.90,,mg/L
MX25AUG11-01-001,Maxson Operations Data (08-11-2025),8/11/2025,"Dissolved Oxygen, Influent",0.60,0.60,,mg/L
MX25AUG11-01-001,Maxson Operations Data (08-11-2025),8/11/2025,"Flow(MAX), Influent",62.40,62.40,,MGD
MX25AUG11-01-001,Maxson Operations Data (08-11-2025),8/11/2025,"Flow, Effluent",,,,MGD
MX25AUG11-01-001,Maxson Operations Data (08-11-2025),8/11/2025,"Flow, Influent",52.50,52.50,,MGD
MX25AUG11-01-001,Maxson Operations Data (08-11-2025),8/11/2025,Hours Bypassed,0.00,0.00,,
MX25AUG11-01-001,Maxson Operations Data (08-11-2025),8/11/2025,Peracetic Acid,0.46,0.46,,ppm
MX25AUG11-01-001,Maxson Operations Data (08-11-2025),8/11/2025,pH - Effluent (Max),7.10,7.10,,pH Units
MX25AUG11-01-001,Maxson Operations Data (08-11-2025),8/11/2025,pH - Effluent (Min),7.07,7.07,,pH Units
MX25AUG11-01-001,Maxson Operations Data (08-11-2025),8/11/2025,pH - Influent,5.50,5.50,,pH Units
MX25AUG11-01-001,Maxson Operations Data (08-11-2025),8/11/2025,Pounds of Chlorine - Effluent,,,,pH Units
MX25AUG11-01-001,Maxson Operations Data (08-11-2025),8/11/2025,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX25AUG11-01-001,Maxson Operations Data (08-11-2025),8/11/2025,Rainfall,0.00,0.00,,inch
MX25AUG11-01-001,Maxson Operations Data (08-11-2025),8/11/2025,Temperature - DIG.SDG.,21.70,21.70,,C
