SampleName,StartDate,EndDate
TEM Final Effluent (08-01-2025),8/1/2025,1/9/2026

SampleNumber,SampleName1,SampledDate,Parameter,SWPPRCalc,ReportedResult,Qual,Unit
ST25AUG06-01-006  ,TEM Final Effluent (08-05-2025),8/5/2025,Sample Amount,1000,1000,,ml
ST25AUG06-01-006  ,TEM Final Effluent (08-05-2025),8/5/2025,Settleable Solids,15,15,,ml/L
ST25AUG06-01-006  ,TEM Final Effluent (08-05-2025),8/5/2025,Sulfur,34.2,34.2,,mg/L
ST25AUG06-01-006  ,TEM Final Effluent (08-05-2025),8/5/2025,Ammonia as N,10.7,10.7,,mg/L
ST25AUG06-01-006  ,TEM Final Effluent (08-05-2025),8/5/2025,pH,7.55,7.55,,pH Units
ST25AUG06-01-006  ,TEM Final Effluent (08-05-2025),8/5/2025,Soluble BOD,16,16,,mg/L
ST25AUG06-01-006  ,TEM Final Effluent (08-05-2025),8/5/2025,Chemical Oxygen Demand,497,497,,mg/L
ST25AUG07-01-006  ,TEM Final Effluent (08-06-2025),8/6/2025,% Volatile Suspended Solids,93,93,,%
ST25AUG07-01-006  ,TEM Final Effluent (08-06-2025),8/6/2025,Total Suspended Solids,142,142,,mg/L
ST25AUG07-01-006  ,TEM Final Effluent (08-06-2025),8/6/2025,TSS - Change in Wt,0.23,0.23,,%
ST25AUG07-01-006  ,TEM Final Effluent (08-06-2025),8/6/2025,Volatile Suspended Solids,132,132,,mg/L
ST25AUG07-01-006  ,TEM Final Effluent (08-06-2025),8/6/2025,Biochemical Oxygen Demand,96,96,,mg/L
ST25AUG07-01-006  ,TEM Final Effluent (08-06-2025),8/6/2025,Dissolved Oxygen,7.66,7.66,,ppm
ST25AUG07-01-006  ,TEM Final Effluent (08-06-2025),8/6/2025,pH,7.60,7.60,,pH Units
ST25AUG07-01-006  ,TEM Final Effluent (08-06-2025),8/6/2025,Sample Amount,1000,1000,,ml
ST25AUG07-01-006  ,TEM Final Effluent (08-06-2025),8/6/2025,Settleable Solids,11,11,,ml/L
ST25AUG07-01-006  ,TEM Final Effluent (08-06-2025),8/6/2025,Sulfur,33.2,33.2,,mg/L
ST25AUG07-01-006  ,TEM Final Effluent (08-06-2025),8/6/2025,Ammonia as N,32.9,32.9,,mg/L
ST25AUG07-01-006  ,TEM Final Effluent (08-06-2025),8/6/2025,Chemical Oxygen Demand,431,431,,mg/L
ST25AUG07-01-006  ,TEM Final Effluent (08-06-2025),8/6/2025,pH,7.50,7.50,,pH Units
ST25AUG07-01-006  ,TEM Final Effluent (08-06-2025),8/6/2025,Soluble BOD,26,26,,mg/L
ST25AUG08-01-006  ,TEM Final Effluent (08-07-2025),8/7/2025,Biochemical Oxygen Demand,62,62,,mg/L
ST25AUG08-01-006  ,TEM Final Effluent (08-07-2025),8/7/2025,Dissolved Oxygen,3.84,3.84,,ppm
ST25AUG08-01-006  ,TEM Final Effluent (08-07-2025),8/7/2025,pH,7.45,7.45,,pH Units
ST25AUG08-01-006  ,TEM Final Effluent (08-07-2025),8/7/2025,Sample Amount,1000,1000,,ml
ST25AUG08-01-006  ,TEM Final Effluent (08-07-2025),8/7/2025,Settleable Solids,2,2,,ml/L
ST25AUG08-01-006  ,TEM Final Effluent (08-07-2025),8/7/2025,% Volatile Suspended Solids,100,100,,%
ST25AUG08-01-006  ,TEM Final Effluent (08-07-2025),8/7/2025,Total Suspended Solids,83,83,,mg/L
ST25AUG08-01-006  ,TEM Final Effluent (08-07-2025),8/7/2025,TSS - Change in Wt,1.20,1.20,,%
ST25AUG08-01-006  ,TEM Final Effluent (08-07-2025),8/7/2025,Volatile Suspended Solids,83,83,,mg/L
ST25AUG08-01-006  ,TEM Final Effluent (08-07-2025),8/7/2025,Sulfur,31.2,31.2,,mg/L
ST25AUG08-01-006  ,TEM Final Effluent (08-07-2025),8/7/2025,Ammonia as N,27.5,27.5,,mg/L
ST25AUG08-01-006  ,TEM Final Effluent (08-07-2025),8/7/2025,pH,7.68,7.68,,pH Units
ST25AUG08-01-006  ,TEM Final Effluent (08-07-2025),8/7/2025,Soluble BOD,32,32,,mg/L
ST25AUG08-01-006  ,TEM Final Effluent (08-07-2025),8/7/2025,Chemical Oxygen Demand,240,240,,mg/L
ST25AUG09-02-006  ,TEM Final Effluent (08-08-2025),8/8/2025,Biochemical Oxygen Demand,67,67,,mg/L
ST25AUG09-02-006  ,TEM Final Effluent (08-08-2025),8/8/2025,Dissolved Oxygen,8.22,8.22,,ppm
ST25AUG09-02-006  ,TEM Final Effluent (08-08-2025),8/8/2025,pH,7.62,7.62,,pH Units
ST25AUG09-02-006  ,TEM Final Effluent (08-08-2025),8/8/2025,Sample Amount,1000,1000,,ml
ST25AUG09-02-006  ,TEM Final Effluent (08-08-2025),8/8/2025,Settleable Solids,6,6,,ml/L
ST25AUG09-02-006  ,TEM Final Effluent (08-08-2025),8/8/2025,Sulfur,27.7,27.7,,mg/L
ST25AUG09-02-006  ,TEM Final Effluent (08-08-2025),8/8/2025,Ammonia as N,17.9,17.9,,mg/L
ST25AUG09-02-006  ,TEM Final Effluent (08-08-2025),8/8/2025,pH,7.66,7.66,,pH Units
ST25AUG09-02-006  ,TEM Final Effluent (08-08-2025),8/8/2025,Soluble BOD,27,27,,mg/L
ST25AUG09-02-006  ,TEM Final Effluent (08-08-2025),8/8/2025,% Volatile Suspended Solids,94,94,,%
ST25AUG09-02-006  ,TEM Final Effluent (08-08-2025),8/8/2025,Total Suspended Solids,103,103,,mg/L
ST25AUG09-02-006  ,TEM Final Effluent (08-08-2025),8/8/2025,TSS - Change in Wt,1.14,1.14,,%
ST25AUG09-02-006  ,TEM Final Effluent (08-08-2025),8/8/2025,Volatile Suspended Solids,97,97,,mg/L
ST25AUG09-02-006  ,TEM Final Effluent (08-08-2025),8/8/2025,Chemical Oxygen Demand,346,346,,mg/L
ST25AUG10-02-006  ,TEM Final Effluent (08-09-2025),8/9/2025,% Volatile Suspended Solids,89,89,,%
ST25AUG10-02-006  ,TEM Final Effluent (08-09-2025),8/9/2025,Total Suspended Solids,158,158,,mg/L
ST25AUG10-02-006  ,TEM Final Effluent (08-09-2025),8/9/2025,TSS - Change in Wt,0.74,0.74,,%
ST25AUG10-02-006  ,TEM Final Effluent (08-09-2025),8/9/2025,Volatile Suspended Solids,140,140,,mg/L
ST25AUG10-02-006  ,TEM Final Effluent (08-09-2025),8/9/2025,Biochemical Oxygen Demand,81,81,,mg/L
ST25AUG10-02-006  ,TEM Final Effluent (08-09-2025),8/9/2025,Dissolved Oxygen,7.21,7.21,,ppm
ST25AUG10-02-006  ,TEM Final Effluent (08-09-2025),8/9/2025,pH,7.43,7.43,,pH Units
ST25AUG10-02-006  ,TEM Final Effluent (08-09-2025),8/9/2025,Sample Amount,1000,1000,,ml
ST25AUG10-02-006  ,TEM Final Effluent (08-09-2025),8/9/2025,Settleable Solids,14,14,,ml/L
ST25AUG10-02-006  ,TEM Final Effluent (08-09-2025),8/9/2025,Sulfur,23.5,23.5,,mg/L
ST25AUG10-02-006  ,TEM Final Effluent (08-09-2025),8/9/2025,Ammonia as N,16.2,16.2,,mg/L
ST25AUG10-02-006  ,TEM Final Effluent (08-09-2025),8/9/2025,pH,7.38,7.38,,pH Units
ST25AUG10-02-006  ,TEM Final Effluent (08-09-2025),8/9/2025,Soluble BOD,23,23,,mg/L
ST25AUG10-02-006  ,TEM Final Effluent (08-09-2025),8/9/2025,Chemical Oxygen Demand,351,351,,mg/L
ST25AUG11-01-006  ,TEM Final Effluent (08-10-2025),8/10/2025,Biochemical Oxygen Demand,39,39,,mg/L
ST25AUG11-01-006  ,TEM Final Effluent (08-10-2025),8/10/2025,Dissolved Oxygen,4.15,4.15,,ppm
ST25AUG11-01-006  ,TEM Final Effluent (08-10-2025),8/10/2025,pH,7.50,7.50,,pH Units
ST25AUG11-01-006  ,TEM Final Effluent (08-10-2025),8/10/2025,Sample Amount,1000,1000,,ml
ST25AUG11-01-006  ,TEM Final Effluent (08-10-2025),8/10/2025,Settleable Solids,1,1,,ml/L
ST25AUG11-01-006  ,TEM Final Effluent (08-10-2025),8/10/2025,% Volatile Suspended Solids,91,91,,%
ST25AUG11-01-006  ,TEM Final Effluent (08-10-2025),8/10/2025,Total Suspended Solids,48,48,,mg/L
ST25AUG11-01-006  ,TEM Final Effluent (08-10-2025),8/10/2025,TSS - Change in Wt,1.04,1.04,,%
ST25AUG11-01-006  ,TEM Final Effluent (08-10-2025),8/10/2025,Volatile Suspended Solids,43,43,,mg/L
ST25AUG11-01-006  ,TEM Final Effluent (08-10-2025),8/10/2025,Sulfur,29.8,29.8,,mg/L
ST25AUG11-01-006  ,TEM Final Effluent (08-10-2025),8/10/2025,Ammonia as N,18.6,18.6,,mg/L
ST25AUG11-01-006  ,TEM Final Effluent (08-10-2025),8/10/2025,Chemical Oxygen Demand,255,255,,mg/L
ST25AUG11-01-006  ,TEM Final Effluent (08-10-2025),8/10/2025,pH,7.63,7.63,,pH Units
ST25AUG11-01-006  ,TEM Final Effluent (08-10-2025),8/10/2025,Soluble BOD,23,23,,mg/L
ST25AUG12-01-006  ,TEM Final Effluent (08-11-2025),8/11/2025,Biochemical Oxygen Demand,31,31,,mg/L
ST25AUG12-01-006  ,TEM Final Effluent (08-11-2025),8/11/2025,Dissolved Oxygen,2.85,2.85,,ppm
ST25AUG12-01-006  ,TEM Final Effluent (08-11-2025),8/11/2025,pH,7.47,7.47,,pH Units
ST25AUG12-01-006  ,TEM Final Effluent (08-11-2025),8/11/2025,Sample Amount,1000,1000,,ml
ST25AUG12-01-006  ,TEM Final Effluent (08-11-2025),8/11/2025,Settleable Solids,1,1,,ml/L
ST25AUG12-01-006  ,TEM Final Effluent (08-11-2025),8/11/2025,Sulfur,32.4,32.4,,mg/L
ST25AUG12-01-006  ,TEM Final Effluent (08-11-2025),8/11/2025,Ammonia as N,18,18,,mg/L
ST25AUG12-01-006  ,TEM Final Effluent (08-11-2025),8/11/2025,Chemical Oxygen Demand,378,378,,mg/L
ST25AUG12-01-006  ,TEM Final Effluent (08-11-2025),8/11/2025,% Volatile Suspended Solids,91,91,,%
ST25AUG12-01-006  ,TEM Final Effluent (08-11-2025),8/11/2025,Total Suspended Solids,54,54,,mg/L
ST25AUG12-01-006  ,TEM Final Effluent (08-11-2025),8/11/2025,TSS - Change in Wt,0.55,0.55,,%
ST25AUG12-01-006  ,TEM Final Effluent (08-11-2025),8/11/2025,Volatile Suspended Solids,50,50,,mg/L
ST25AUG12-01-006  ,TEM Final Effluent (08-11-2025),8/11/2025,pH,7.57,7.57,,pH Units
ST25AUG12-01-006  ,TEM Final Effluent (08-11-2025),8/11/2025,Soluble BOD,17,17,,mg/L
ST25AUG13-01-006  ,TEM Final Effluent (08-12-2025),8/12/2025,% Volatile Suspended Solids,97,97,,%
ST25AUG13-01-006  ,TEM Final Effluent (08-12-2025),8/12/2025,Total Suspended Solids,45,45,,mg/L
ST25AUG13-01-006  ,TEM Final Effluent (08-12-2025),8/12/2025,TSS - Change in Wt,0.67,0.67,,%
ST25AUG13-01-006  ,TEM Final Effluent (08-12-2025),8/12/2025,Volatile Suspended Solids,44,44,,mg/L
ST25AUG13-01-006  ,TEM Final Effluent (08-12-2025),8/12/2025,Biochemical Oxygen Demand,71,71,,mg/L
ST25AUG13-01-006  ,TEM Final Effluent (08-12-2025),8/12/2025,Dissolved Oxygen,8.66,8.66,,ppm
ST25AUG13-01-006  ,TEM Final Effluent (08-12-2025),8/12/2025,pH,7.78,7.78,,pH Units
ST25AUG13-01-006  ,TEM Final Effluent (08-12-2025),8/12/2025,Sample Amount,1000,1000,,ml
ST25AUG13-01-006  ,TEM Final Effluent (08-12-2025),8/12/2025,Settleable Solids,<0.5,<0.5,,ml/L
ST25AUG13-01-006  ,TEM Final Effluent (08-12-2025),8/12/2025,Sulfur,1.4,1.4,,mg/L
ST25AUG13-01-006  ,TEM Final Effluent (08-12-2025),8/12/2025,Ammonia as N,14.4,14.4,,mg/L
ST25AUG13-01-006  ,TEM Final Effluent (08-12-2025),8/12/2025,pH,7.51,7.51,,pH Units
ST25AUG13-01-006  ,TEM Final Effluent (08-12-2025),8/12/2025,Soluble BOD,35,35,,mg/L
ST25AUG13-01-006  ,TEM Final Effluent (08-12-2025),8/12/2025,Chemical Oxygen Demand,893,893,,mg/L
ST25AUG14-01-006  ,TEM Final Effluent (08-13-2025),8/13/2025,% Volatile Suspended Solids,90,90,,%
ST25AUG14-01-006  ,TEM Final Effluent (08-13-2025),8/13/2025,Total Suspended Solids,101,101,,mg/L
ST25AUG14-01-006  ,TEM Final Effluent (08-13-2025),8/13/2025,TSS - Change in Wt,0.60,0.60,,%
ST25AUG14-01-006  ,TEM Final Effluent (08-13-2025),8/13/2025,Volatile Suspended Solids,91,91,,mg/L
ST25AUG14-01-006  ,TEM Final Effluent (08-13-2025),8/13/2025,Biochemical Oxygen Demand,70,70,,mg/L
ST25AUG14-01-006  ,TEM Final Effluent (08-13-2025),8/13/2025,Dissolved Oxygen,6.55,6.55,,ppm
ST25AUG14-01-006  ,TEM Final Effluent (08-13-2025),8/13/2025,pH,7.44,7.44,,pH Units
ST25AUG14-01-006  ,TEM Final Effluent (08-13-2025),8/13/2025,Sample Amount,1000,1000,,ml
ST25AUG14-01-006  ,TEM Final Effluent (08-13-2025),8/13/2025,Settleable Solids,1,1,,ml/L
ST25AUG14-01-006  ,TEM Final Effluent (08-13-2025),8/13/2025,Sulfur,33.2,33.2,,mg/L
ST25AUG14-01-006  ,TEM Final Effluent (08-13-2025),8/13/2025,Ammonia as N,20.1,20.1,,mg/L
ST25AUG14-01-006  ,TEM Final Effluent (08-13-2025),8/13/2025,pH,7.56,7.56,,pH Units
ST25AUG14-01-006  ,TEM Final Effluent (08-13-2025),8/13/2025,Soluble BOD,46,46,,mg/L
ST25AUG14-01-006  ,TEM Final Effluent (08-13-2025),8/13/2025,Chemical Oxygen Demand,358,358,,mg/L
ST25AUG15-01-006  ,TEM Final Effluent (08-14-2025),8/14/2025,Biochemical Oxygen Demand,92,92,,mg/L
ST25AUG15-01-006  ,TEM Final Effluent (08-14-2025),8/14/2025,Dissolved Oxygen,4.72,4.72,,ppm
ST25AUG15-01-006  ,TEM Final Effluent (08-14-2025),8/14/2025,pH,7.35,7.35,,pH Units
ST25AUG15-01-006  ,TEM Final Effluent (08-14-2025),8/14/2025,Sample Amount,1000,1000,,ml
ST25AUG15-01-006  ,TEM Final Effluent (08-14-2025),8/14/2025,Settleable Solids,18,18,,ml/L
ST25AUG15-01-006  ,TEM Final Effluent (08-14-2025),8/14/2025,Sulfur,33.6,33.6,,mg/L
ST25AUG15-01-006  ,TEM Final Effluent (08-14-2025),8/14/2025,Ammonia as N,18.2,18.2,,mg/L
ST25AUG15-01-006  ,TEM Final Effluent (08-14-2025),8/14/2025,Chemical Oxygen Demand,470,470,,mg/L
ST25AUG15-01-006  ,TEM Final Effluent (08-14-2025),8/14/2025,% Volatile Suspended Solids,87,87,,%
ST25AUG15-01-006  ,TEM Final Effluent (08-14-2025),8/14/2025,Total Suspended Solids,189,189,,mg/L
ST25AUG15-01-006  ,TEM Final Effluent (08-14-2025),8/14/2025,TSS - Change in Wt,0.74,0.74,,%
ST25AUG15-01-006  ,TEM Final Effluent (08-14-2025),8/14/2025,Volatile Suspended Solids,164,164,,mg/L
ST25AUG15-01-006  ,TEM Final Effluent (08-14-2025),8/14/2025,pH,7.56,7.56,,pH Units
ST25AUG15-01-006  ,TEM Final Effluent (08-14-2025),8/14/2025,Soluble BOD,26,26,,mg/L
ST25AUG16-02-006  ,TEM Final Effluent (08-15-2025),8/15/2025,Biochemical Oxygen Demand,66,66,,mg/L
ST25AUG16-02-006  ,TEM Final Effluent (08-15-2025),8/15/2025,Dissolved Oxygen,4.66,4.66,,ppm
ST25AUG16-02-006  ,TEM Final Effluent (08-15-2025),8/15/2025,pH,7.40,7.40,,pH Units
ST25AUG16-02-006  ,TEM Final Effluent (08-15-2025),8/15/2025,Sample Amount,1000,1000,,ml
ST25AUG16-02-006  ,TEM Final Effluent (08-15-2025),8/15/2025,Settleable Solids,2,2,,ml/L
ST25AUG16-02-006  ,TEM Final Effluent (08-15-2025),8/15/2025,Sulfur,35.5,35.5,,mg/L
ST25AUG16-02-006  ,TEM Final Effluent (08-15-2025),8/15/2025,Ammonia as N,18.1,18.1,,mg/L
ST25AUG16-02-006  ,TEM Final Effluent (08-15-2025),8/15/2025,pH,7.69,7.69,,pH Units
ST25AUG16-02-006  ,TEM Final Effluent (08-15-2025),8/15/2025,Soluble BOD,40,40,,mg/L
ST25AUG16-02-006  ,TEM Final Effluent (08-15-2025),8/15/2025,Chemical Oxygen Demand,356,356,,mg/L
ST25AUG16-02-006  ,TEM Final Effluent (08-15-2025),8/15/2025,% Volatile Suspended Solids,99,99,,%
ST25AUG16-02-006  ,TEM Final Effluent (08-15-2025),8/15/2025,Total Suspended Solids,66,66,,mg/L
ST25AUG16-02-006  ,TEM Final Effluent (08-15-2025),8/15/2025,TSS - Change in Wt,3.31,3.31,,%
ST25AUG16-02-006  ,TEM Final Effluent (08-15-2025),8/15/2025,Volatile Suspended Solids,65,65,,mg/L
ST25AUG17-02-006  ,TEM Final Effluent (08-16-2025),8/16/2025,% Volatile Suspended Solids,95,95,,%
ST25AUG17-02-006  ,TEM Final Effluent (08-16-2025),8/16/2025,Total Suspended Solids,32,32,,mg/L
ST25AUG17-02-006  ,TEM Final Effluent (08-16-2025),8/16/2025,TSS - Change in Wt,0.94,0.94,,%
ST25AUG17-02-006  ,TEM Final Effluent (08-16-2025),8/16/2025,Volatile Suspended Solids,30,30,,mg/L
ST25AUG17-02-006  ,TEM Final Effluent (08-16-2025),8/16/2025,Biochemical Oxygen Demand,35,35,,mg/L
ST25AUG17-02-006  ,TEM Final Effluent (08-16-2025),8/16/2025,Dissolved Oxygen,7.10,7.10,,ppm
ST25AUG17-02-006  ,TEM Final Effluent (08-16-2025),8/16/2025,pH,7.46,7.46,,pH Units
ST25AUG17-02-006  ,TEM Final Effluent (08-16-2025),8/16/2025,Sample Amount,1000,1000,,ml
ST25AUG17-02-006  ,TEM Final Effluent (08-16-2025),8/16/2025,Settleable Solids,<0.5,<0.5,,ml/L
ST25AUG17-02-006  ,TEM Final Effluent (08-16-2025),8/16/2025,Sulfur,37.5,37.5,,mg/L
ST25AUG17-02-006  ,TEM Final Effluent (08-16-2025),8/16/2025,Ammonia as N,16.9,16.9,,mg/L
ST25AUG17-02-006  ,TEM Final Effluent (08-16-2025),8/16/2025,pH,7.58,7.58,,pH Units
ST25AUG17-02-006  ,TEM Final Effluent (08-16-2025),8/16/2025,Soluble BOD,26,26,,mg/L
ST25AUG17-02-006  ,TEM Final Effluent (08-16-2025),8/16/2025,Chemical Oxygen Demand,268,268,,mg/L
ST25AUG18-01-006  ,TEM Final Effluent (08-17-2025),8/17/2025,Biochemical Oxygen Demand,34,34,,mg/L
ST25AUG18-01-006  ,TEM Final Effluent (08-17-2025),8/17/2025,Dissolved Oxygen,4.15,4.15,,ppm
ST25AUG18-01-006  ,TEM Final Effluent (08-17-2025),8/17/2025,pH,7.49,7.49,,pH Units
ST25AUG18-01-006  ,TEM Final Effluent (08-17-2025),8/17/2025,Sample Amount,1000,1000,,ml
ST25AUG18-01-006  ,TEM Final Effluent (08-17-2025),8/17/2025,Settleable Solids,0.5,0.5,,ml/L
ST25AUG18-01-006  ,TEM Final Effluent (08-17-2025),8/17/2025,% Volatile Suspended Solids,88,88,,%
ST25AUG18-01-006  ,TEM Final Effluent (08-17-2025),8/17/2025,Total Suspended Solids,47,47,,mg/L
ST25AUG18-01-006  ,TEM Final Effluent (08-17-2025),8/17/2025,TSS - Change in Wt,3.64,3.64,,%
ST25AUG18-01-006  ,TEM Final Effluent (08-17-2025),8/17/2025,Volatile Suspended Solids,41,41,,mg/L
ST25AUG18-01-006  ,TEM Final Effluent (08-17-2025),8/17/2025,Sulfur,26.4,26.4,,mg/L
ST25AUG18-01-006  ,TEM Final Effluent (08-17-2025),8/17/2025,Ammonia as N,20.5,20.5,,mg/L
ST25AUG18-01-006  ,TEM Final Effluent (08-17-2025),8/17/2025,Chemical Oxygen Demand,264,264,,mg/L
