SampleName,StartDate,EndDate
TEM Influent (08-01-2025),8/1/2025,1/9/2026

SampleNumber,SampleName1,SampledDate,Parameter,SWPPRCalc,ReportedResult,Qual,Unit
ST25AUG09-02-001,TEM Influent (08-08-2025),8/8/2025,Biochemical Oxygen Demand,965,965,,mg/L
ST25AUG09-02-001,TEM Influent (08-08-2025),8/8/2025,pH,6.71,6.71,,pH Units
ST25AUG09-02-001,TEM Influent (08-08-2025),8/8/2025,% Volatile Suspended Solids,91,91,,%
ST25AUG09-02-001,TEM Influent (08-08-2025),8/8/2025,Total Suspended Solids,616,616,,mg/L
ST25AUG09-02-001,TEM Influent (08-08-2025),8/8/2025,TSS - Change in Wt,2.03,2.03,,%
ST25AUG09-02-001,TEM Influent (08-08-2025),8/8/2025,Volatile Suspended Solids,561,561,,mg/L
ST25AUG09-02-001,TEM Influent (08-08-2025),8/8/2025,Sample Amount,1000,1000,,ml
ST25AUG09-02-001,TEM Influent (08-08-2025),8/8/2025,Settleable Solids,12,12,,ml/L
ST25AUG09-02-001,TEM Influent (08-08-2025),8/8/2025,Sulfur,29.1,29.1,,mg/L
ST25AUG09-02-001,TEM Influent (08-08-2025),8/8/2025,Chemical Oxygen Demand,1942,1942,,mg/L
ST25AUG09-02-001,TEM Influent (08-08-2025),8/8/2025,Ammonia as N,20.3,20.3,,mg/L
ST25AUG09-02-001,TEM Influent (08-08-2025),8/8/2025,Volatile Acids,387,387,,mg/L
ST25AUG10-02-001,TEM Influent (08-09-2025),8/9/2025,Biochemical Oxygen Demand,611,611,,mg/L
ST25AUG10-02-001,TEM Influent (08-09-2025),8/9/2025,pH,7.44,7.44,,pH Units
ST25AUG10-02-001,TEM Influent (08-09-2025),8/9/2025,% Volatile Suspended Solids,87,87,,%
ST25AUG10-02-001,TEM Influent (08-09-2025),8/9/2025,Total Suspended Solids,455,455,,mg/L
ST25AUG10-02-001,TEM Influent (08-09-2025),8/9/2025,TSS - Change in Wt,2.75,2.75,,%
ST25AUG10-02-001,TEM Influent (08-09-2025),8/9/2025,Volatile Suspended Solids,395,395,,mg/L
ST25AUG10-02-001,TEM Influent (08-09-2025),8/9/2025,Sample Amount,1000,1000,,ml
ST25AUG10-02-001,TEM Influent (08-09-2025),8/9/2025,Settleable Solids,11,11,,ml/L
ST25AUG10-02-001,TEM Influent (08-09-2025),8/9/2025,Sulfur,30.5,30.5,,mg/L
ST25AUG10-02-001,TEM Influent (08-09-2025),8/9/2025,Ammonia as N,15.8,15.8,,mg/L
ST25AUG10-02-001,TEM Influent (08-09-2025),8/9/2025,Volatile Acids,171,171,,mg/L
ST25AUG10-02-001,TEM Influent (08-09-2025),8/9/2025,Chemical Oxygen Demand,1254,1254,,mg/L
ST25AUG11-01-001,TEM Influent (08-10-2025),8/10/2025,Biochemical Oxygen Demand,660,660,,mg/L
ST25AUG11-01-001,TEM Influent (08-10-2025),8/10/2025,pH,6.56,6.56,,pH Units
ST25AUG11-01-001,TEM Influent (08-10-2025),8/10/2025,Sample Amount,1000,1000,,ml
ST25AUG11-01-001,TEM Influent (08-10-2025),8/10/2025,Settleable Solids,7,7,,ml/L
ST25AUG11-01-001,TEM Influent (08-10-2025),8/10/2025,% Volatile Suspended Solids,91,91,,%
ST25AUG11-01-001,TEM Influent (08-10-2025),8/10/2025,Total Suspended Solids,297,297,,mg/L
ST25AUG11-01-001,TEM Influent (08-10-2025),8/10/2025,TSS - Change in Wt,0.34,0.34,,%
ST25AUG11-01-001,TEM Influent (08-10-2025),8/10/2025,Volatile Suspended Solids,269,269,,mg/L
ST25AUG11-01-001,TEM Influent (08-10-2025),8/10/2025,Sulfur,28.9,28.9,,mg/L
ST25AUG11-01-001,TEM Influent (08-10-2025),8/10/2025,Volatile Acids,296,296,,mg/L
ST25AUG11-01-001,TEM Influent (08-10-2025),8/10/2025,Ammonia as N,18.2,18.2,,mg/L
ST25AUG11-01-001,TEM Influent (08-10-2025),8/10/2025,Chemical Oxygen Demand,1296,1296,,mg/L
ST25AUG12-01-001,TEM Influent (08-11-2025),8/11/2025,Biochemical Oxygen Demand,723,723,,mg/L
ST25AUG12-01-001,TEM Influent (08-11-2025),8/11/2025,pH,6.74,6.74,,pH Units
ST25AUG12-01-001,TEM Influent (08-11-2025),8/11/2025,Sample Amount,1000,1000,,ml
ST25AUG12-01-001,TEM Influent (08-11-2025),8/11/2025,Settleable Solids,5,5,,ml/L
ST25AUG12-01-001,TEM Influent (08-11-2025),8/11/2025,% Volatile Suspended Solids,94,94,,%
ST25AUG12-01-001,TEM Influent (08-11-2025),8/11/2025,Total Suspended Solids,311,311,,mg/L
ST25AUG12-01-001,TEM Influent (08-11-2025),8/11/2025,TSS - Change in Wt,2.04,2.04,,%
ST25AUG12-01-001,TEM Influent (08-11-2025),8/11/2025,Volatile Suspended Solids,292,292,,mg/L
ST25AUG12-01-001,TEM Influent (08-11-2025),8/11/2025,Sulfur,35.7,35.7,,mg/L
ST25AUG12-01-001,TEM Influent (08-11-2025),8/11/2025,Chemical Oxygen Demand,1516,1516,,mg/L
ST25AUG12-01-001,TEM Influent (08-11-2025),8/11/2025,Ammonia as N,17.6,17.6,,mg/L
ST25AUG12-01-001,TEM Influent (08-11-2025),8/11/2025,Volatile Acids,330,330,,mg/L
ST25AUG13-01-001,TEM Influent (08-12-2025),8/12/2025,Biochemical Oxygen Demand,927,927,,mg/L
ST25AUG13-01-001,TEM Influent (08-12-2025),8/12/2025,pH,6.89,6.89,,pH Units
ST25AUG13-01-001,TEM Influent (08-12-2025),8/12/2025,% Volatile Suspended Solids,94,94,,%
ST25AUG13-01-001,TEM Influent (08-12-2025),8/12/2025,Total Suspended Solids,318,318,,mg/L
ST25AUG13-01-001,TEM Influent (08-12-2025),8/12/2025,TSS - Change in Wt,0.31,0.31,,%
ST25AUG13-01-001,TEM Influent (08-12-2025),8/12/2025,Volatile Suspended Solids,299,299,,mg/L
ST25AUG13-01-001,TEM Influent (08-12-2025),8/12/2025,Sample Amount,1000,1000,,ml
ST25AUG13-01-001,TEM Influent (08-12-2025),8/12/2025,Settleable Solids,6,6,,ml/L
ST25AUG13-01-001,TEM Influent (08-12-2025),8/12/2025,Sulfur,34.8,34.8,,mg/L
ST25AUG13-01-001,TEM Influent (08-12-2025),8/12/2025,Ammonia as N,19.7,19.7,,mg/L
ST25AUG13-01-001,TEM Influent (08-12-2025),8/12/2025,Volatile Acids,375,375,,mg/L
ST25AUG13-01-001,TEM Influent (08-12-2025),8/12/2025,Chemical Oxygen Demand,1164,1164,,mg/L
ST25AUG14-01-001,TEM Influent (08-13-2025),8/13/2025,Biochemical Oxygen Demand,826,826,,mg/L
ST25AUG14-01-001,TEM Influent (08-13-2025),8/13/2025,pH,6.52,6.52,,pH Units
ST25AUG14-01-001,TEM Influent (08-13-2025),8/13/2025,% Volatile Suspended Solids,92,92,,%
ST25AUG14-01-001,TEM Influent (08-13-2025),8/13/2025,Total Suspended Solids,426,426,,mg/L
ST25AUG14-01-001,TEM Influent (08-13-2025),8/13/2025,TSS - Change in Wt,1.88,1.88,,%
ST25AUG14-01-001,TEM Influent (08-13-2025),8/13/2025,Volatile Suspended Solids,390,390,,mg/L
ST25AUG14-01-001,TEM Influent (08-13-2025),8/13/2025,Sample Amount,1000,1000,,ml
ST25AUG14-01-001,TEM Influent (08-13-2025),8/13/2025,Settleable Solids,8,8,,ml/L
ST25AUG14-01-001,TEM Influent (08-13-2025),8/13/2025,Sulfur,40.5,40.5,,mg/L
ST25AUG14-01-001,TEM Influent (08-13-2025),8/13/2025,Chemical Oxygen Demand,1401,1401,,mg/L
ST25AUG14-01-001,TEM Influent (08-13-2025),8/13/2025,Ammonia as N,18.1,18.1,,mg/L
ST25AUG14-01-001,TEM Influent (08-13-2025),8/13/2025,Volatile Acids,372,372,,mg/L
ST25AUG15-01-001,TEM Influent (08-14-2025),8/14/2025,Biochemical Oxygen Demand,889,889,,mg/L
ST25AUG15-01-001,TEM Influent (08-14-2025),8/14/2025,pH,7.04,7.04,,pH Units
ST25AUG15-01-001,TEM Influent (08-14-2025),8/14/2025,Sample Amount,1000,1000,,ml
ST25AUG15-01-001,TEM Influent (08-14-2025),8/14/2025,Settleable Solids,16,16,,ml/L
ST25AUG15-01-001,TEM Influent (08-14-2025),8/14/2025,% Volatile Suspended Solids,89,89,,%
ST25AUG15-01-001,TEM Influent (08-14-2025),8/14/2025,Total Suspended Solids,633,633,,mg/L
ST25AUG15-01-001,TEM Influent (08-14-2025),8/14/2025,TSS - Change in Wt,0.08,0.08,,%
ST25AUG15-01-001,TEM Influent (08-14-2025),8/14/2025,Volatile Suspended Solids,562,562,,mg/L
ST25AUG15-01-001,TEM Influent (08-14-2025),8/14/2025,Sulfur,40.1,40.1,,mg/L
ST25AUG15-01-001,TEM Influent (08-14-2025),8/14/2025,Chemical Oxygen Demand,1830,1830,,mg/L
ST25AUG15-01-001,TEM Influent (08-14-2025),8/14/2025,Ammonia as N,21.2,21.2,,mg/L
ST25AUG15-01-001,TEM Influent (08-14-2025),8/14/2025,Volatile Acids,366,366,,mg/L
ST25AUG16-02-001,TEM Influent (08-15-2025),8/15/2025,Biochemical Oxygen Demand,729,729,,mg/L
ST25AUG16-02-001,TEM Influent (08-15-2025),8/15/2025,pH,6.71,6.71,,pH Units
ST25AUG16-02-001,TEM Influent (08-15-2025),8/15/2025,% Volatile Suspended Solids,89,89,,%
ST25AUG16-02-001,TEM Influent (08-15-2025),8/15/2025,Total Suspended Solids,408,408,,mg/L
ST25AUG16-02-001,TEM Influent (08-15-2025),8/15/2025,TSS - Change in Wt,0.75,0.75,,%
ST25AUG16-02-001,TEM Influent (08-15-2025),8/15/2025,Volatile Suspended Solids,362,362,,mg/L
ST25AUG16-02-001,TEM Influent (08-15-2025),8/15/2025,Sample Amount,1000,1000,,ml
ST25AUG16-02-001,TEM Influent (08-15-2025),8/15/2025,Settleable Solids,11,11,,ml/L
ST25AUG16-02-001,TEM Influent (08-15-2025),8/15/2025,Sulfur,34,34,,mg/L
ST25AUG16-02-001,TEM Influent (08-15-2025),8/15/2025,Chemical Oxygen Demand,1624,1624,,mg/L
ST25AUG16-02-001,TEM Influent (08-15-2025),8/15/2025,Ammonia as N,18.4,18.4,,mg/L
ST25AUG16-02-001,TEM Influent (08-15-2025),8/15/2025,Volatile Acids,348,348,,mg/L
ST25AUG17-02-001,TEM Influent (08-16-2025),8/16/2025,Biochemical Oxygen Demand,659,659,,mg/L
ST25AUG17-02-001,TEM Influent (08-16-2025),8/16/2025,pH,6.88,6.88,,pH Units
ST25AUG17-02-001,TEM Influent (08-16-2025),8/16/2025,% Volatile Suspended Solids,95,95,,%
ST25AUG17-02-001,TEM Influent (08-16-2025),8/16/2025,Total Suspended Solids,636,636,,mg/L
ST25AUG17-02-001,TEM Influent (08-16-2025),8/16/2025,TSS - Change in Wt,2.64,2.64,,%
ST25AUG17-02-001,TEM Influent (08-16-2025),8/16/2025,Volatile Suspended Solids,604,604,,mg/L
ST25AUG17-02-001,TEM Influent (08-16-2025),8/16/2025,Sample Amount,1000,1000,,ml
ST25AUG17-02-001,TEM Influent (08-16-2025),8/16/2025,Settleable Solids,7,7,,ml/L
ST25AUG17-02-001,TEM Influent (08-16-2025),8/16/2025,Sulfur,40.3,40.3,,mg/L
ST25AUG17-02-001,TEM Influent (08-16-2025),8/16/2025,Chemical Oxygen Demand,1472,1472,,mg/L
ST25AUG17-02-001,TEM Influent (08-16-2025),8/16/2025,Ammonia as N,18.6,18.6,,mg/L
ST25AUG17-02-001,TEM Influent (08-16-2025),8/16/2025,Volatile Acids,333,333,,mg/L
ST25AUG18-01-001,TEM Influent (08-17-2025),8/17/2025,Biochemical Oxygen Demand,646,646,,mg/L
ST25AUG18-01-001,TEM Influent (08-17-2025),8/17/2025,pH,6.01,6.01,,pH Units
ST25AUG18-01-001,TEM Influent (08-17-2025),8/17/2025,Sample Amount,1000,1000,,ml
ST25AUG18-01-001,TEM Influent (08-17-2025),8/17/2025,Settleable Solids,12,12,,ml/L
ST25AUG18-01-001,TEM Influent (08-17-2025),8/17/2025,% Volatile Suspended Solids,92,92,,%
ST25AUG18-01-001,TEM Influent (08-17-2025),8/17/2025,Total Suspended Solids,420,420,,mg/L
ST25AUG18-01-001,TEM Influent (08-17-2025),8/17/2025,TSS - Change in Wt,3.76,3.76,,%
ST25AUG18-01-001,TEM Influent (08-17-2025),8/17/2025,Volatile Suspended Solids,387,387,,mg/L
ST25AUG18-01-001,TEM Influent (08-17-2025),8/17/2025,Sulfur,34.6,34.6,,mg/L
ST25AUG18-01-001,TEM Influent (08-17-2025),8/17/2025,Ammonia as N,17.9,17.9,,mg/L
ST25AUG18-01-001,TEM Influent (08-17-2025),8/17/2025,Volatile Acids,287,287,,mg/L
ST25AUG18-01-001,TEM Influent (08-17-2025),8/17/2025,Chemical Oxygen Demand,1454,1454,,mg/L
ST25AUG19-01-001,TEM Influent (08-18-2025),8/18/2025,Biochemical Oxygen Demand,745,745,,mg/L
ST25AUG19-01-001,TEM Influent (08-18-2025),8/18/2025,pH,7.06,7.06,,pH Units
ST25AUG19-01-001,TEM Influent (08-18-2025),8/18/2025,Sample Amount,1000,1000,,ml
ST25AUG19-01-001,TEM Influent (08-18-2025),8/18/2025,Settleable Solids,15,15,,ml/L
ST25AUG19-01-001,TEM Influent (08-18-2025),8/18/2025,% Volatile Suspended Solids,93,93,,%
ST25AUG19-01-001,TEM Influent (08-18-2025),8/18/2025,Total Suspended Solids,451,451,,mg/L
ST25AUG19-01-001,TEM Influent (08-18-2025),8/18/2025,TSS - Change in Wt,0.44,0.44,,%
ST25AUG19-01-001,TEM Influent (08-18-2025),8/18/2025,Volatile Suspended Solids,418,418,,mg/L
ST25AUG19-01-001,TEM Influent (08-18-2025),8/18/2025,Sulfur,32.5,32.5,,mg/L
ST25AUG19-01-001,TEM Influent (08-18-2025),8/18/2025,Ammonia as N,15.1,15.1,,mg/L
ST25AUG19-01-001,TEM Influent (08-18-2025),8/18/2025,Volatile Acids,369,369,,mg/L
ST25AUG19-01-001,TEM Influent (08-18-2025),8/18/2025,Chemical Oxygen Demand,1706,1706,,mg/L
ST25AUG20-01-001,TEM Influent (08-19-2025),8/19/2025,Biochemical Oxygen Demand,677,677,,mg/L
ST25AUG20-01-001,TEM Influent (08-19-2025),8/19/2025,pH,6.77,6.77,,pH Units
ST25AUG20-01-001,TEM Influent (08-19-2025),8/19/2025,% Volatile Suspended Solids,90,90,,%
ST25AUG20-01-001,TEM Influent (08-19-2025),8/19/2025,Total Suspended Solids,377,377,,mg/L
ST25AUG20-01-001,TEM Influent (08-19-2025),8/19/2025,TSS - Change in Wt,1.96,1.96,,%
ST25AUG20-01-001,TEM Influent (08-19-2025),8/19/2025,Volatile Suspended Solids,340,340,,mg/L
ST25AUG20-01-001,TEM Influent (08-19-2025),8/19/2025,Sample Amount,1000,1000,,ml
ST25AUG20-01-001,TEM Influent (08-19-2025),8/19/2025,Settleable Solids,11,11,,ml/L
ST25AUG20-01-001,TEM Influent (08-19-2025),8/19/2025,Sulfur,32.2,32.2,,mg/L
ST25AUG20-01-001,TEM Influent (08-19-2025),8/19/2025,Ammonia as N,14.2,14.2,,mg/L
ST25AUG20-01-001,TEM Influent (08-19-2025),8/19/2025,Volatile Acids,327,327,,mg/L
ST25AUG20-01-001,TEM Influent (08-19-2025),8/19/2025,Chemical Oxygen Demand,1352,1352,,mg/L
ST25AUG21-01-001,TEM Influent (08-20-2025),8/20/2025,Biochemical Oxygen Demand,632,632,,mg/L
ST25AUG21-01-001,TEM Influent (08-20-2025),8/20/2025,pH,7.05,7.05,,pH Units
ST25AUG21-01-001,TEM Influent (08-20-2025),8/20/2025,% Volatile Suspended Solids,97,97,,%
ST25AUG21-01-001,TEM Influent (08-20-2025),8/20/2025,Total Suspended Solids,269,269,,mg/L
ST25AUG21-01-001,TEM Influent (08-20-2025),8/20/2025,TSS - Change in Wt,3.70,3.70,,%
ST25AUG21-01-001,TEM Influent (08-20-2025),8/20/2025,Volatile Suspended Solids,260,260,,mg/L
ST25AUG21-01-001,TEM Influent (08-20-2025),8/20/2025,Sample Amount,1000,1000,,ml
ST25AUG21-01-001,TEM Influent (08-20-2025),8/20/2025,Settleable Solids,4,4,,ml/L
ST25AUG21-01-001,TEM Influent (08-20-2025),8/20/2025,Sulfur,43.8,43.8,,mg/L
ST25AUG21-01-001,TEM Influent (08-20-2025),8/20/2025,Chemical Oxygen Demand,1422,1422,,mg/L
ST25AUG21-01-001,TEM Influent (08-20-2025),8/20/2025,Ammonia as N,17.6,17.6,,mg/L
ST25AUG21-01-001,TEM Influent (08-20-2025),8/20/2025,Volatile Acids,333,333,,mg/L
ST25AUG22-01-001,TEM Influent (08-21-2025),8/21/2025,Biochemical Oxygen Demand,761,761,,mg/L
ST25AUG22-01-001,TEM Influent (08-21-2025),8/21/2025,pH,6.74,6.74,,pH Units
ST25AUG22-01-001,TEM Influent (08-21-2025),8/21/2025,Sample Amount,1000,1000,,ml
ST25AUG22-01-001,TEM Influent (08-21-2025),8/21/2025,Settleable Solids,7,7,,ml/L
ST25AUG22-01-001,TEM Influent (08-21-2025),8/21/2025,% Volatile Suspended Solids,96,96,,%
ST25AUG22-01-001,TEM Influent (08-21-2025),8/21/2025,Total Suspended Solids,470,470,,mg/L
ST25AUG22-01-001,TEM Influent (08-21-2025),8/21/2025,TSS - Change in Wt,1.17,1.17,,%
ST25AUG22-01-001,TEM Influent (08-21-2025),8/21/2025,Volatile Suspended Solids,450,450,,mg/L
ST25AUG22-01-001,TEM Influent (08-21-2025),8/21/2025,Sulfur,38.3,38.3,,mg/L
ST25AUG22-01-001,TEM Influent (08-21-2025),8/21/2025,Chemical Oxygen Demand,1570,1570,,mg/L
ST25AUG22-01-001,TEM Influent (08-21-2025),8/21/2025,Ammonia as N,13,13,,mg/L
ST25AUG22-01-001,TEM Influent (08-21-2025),8/21/2025,Volatile Acids,378,378,,mg/L
ST25AUG23-02-001,TEM Influent (08-22-2025),8/22/2025,Biochemical Oxygen Demand,766,766,,mg/L
ST25AUG23-02-001,TEM Influent (08-22-2025),8/22/2025,pH,6.58,6.58,,pH Units
ST25AUG23-02-001,TEM Influent (08-22-2025),8/22/2025,% Volatile Suspended Solids,94,94,,%
ST25AUG23-02-001,TEM Influent (08-22-2025),8/22/2025,Total Suspended Solids,136,136,,mg/L
ST25AUG23-02-001,TEM Influent (08-22-2025),8/22/2025,TSS - Change in Wt,3.68,3.68,,%
